Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Rust Atomics and Locks,210725183,59.99,Mara Bos,O'Reilly Media,2022,,,"The Rust programming language is extremely well suited for concurrency, and its ecosystem has many libraries that include lots of concurrent data structures, locks, and more. But implementing those structures correctly can be very difficult. Even in the most well-used libraries, memory ordering bugs are not uncommon. In this practical book, Mara...",True,2022-12-14T00:00:00,Dec 2022,1,97,150,programming
Version Control with Git,210691823,71.99,Prem Kumar Ponuthorai,O'Reilly Media,2022,, (3rd ed.),"Track, branch, merge, and manage code revisions with Git, the free and open source distributed version control system. Through a series of step-by-step tutorials, this practical guide quickly takes you from Git fundamentals to advanced techniques, and provides friendly yet rigorous advice for navigating Git's many functions. You'll learn how to...",True,2022-10-21T00:00:00,Oct 2022,2,97,150,programming
Enterprise Patterns and MDA,726253,59.87940795,Jim Simon Plumtree,Pearson Education,2003,Building Better Software with Archetype Patterns and UML,,"Enterprise Patterns and MDA teaches you how to customize any archetype pattern–such as Customer, Product, and Order–to reflect the idiosyncrasies of your own business environment. Because all the patterns work harmoniously together and have clearly documented relationships to each other, you’ll come away with a host of reusable...",True,2003-12-22T00:00:00,Dec 2003,4,97,150,programming
C# 12 and .NET 8 – Modern Cross-Platform Development Fundamentals,211162852,50.99,Mark J. Price,Packt Publishing,2023,"Start building websites and services with ASP.NET Core 8, Blazor, and EF Core 8",,,True,2023-11-14T00:00:00,Nov 2023,1,97,150,programming
iOS 15 Programming Fundamentals with Swift,210385252,71.99,Matt Neuburg,O'Reilly Media,2021,,,"Move into iOS development by getting a firm grasp of its fundamentals, including the Xcode 13 IDE, Cocoa Touch, and the latest version of Apple's acclaimed programming language, Swift 5.5. With this thoroughly updated guide, you'll learn the Swift language, understand Apple's Xcode development tools, and discover the Cocoa framework. Explore...",True,2021-10-01T00:00:00,Oct 2021,1,97,150,programming
Learning Git,210860043,49.99,Anna Skoulikari,O'Reilly Media,2023,,,"This book teaches Git in a simple, visual, and tangible manner so that you can build a solid mental model of how Git version control works. Through the use of color, storytelling, and hands-on exercises, you will learn to use this tool with confidence. The information is introduced incrementally so that you don't get bogged down with unknown...",True,2023-06-05T00:00:00,May 2023,1,97,150,programming
Understanding Computation,1191172,35.99,Tom Stuart,O'Reilly Media,2013,From Simple Machines to Impossible Programs,,"Finally, you can learn computation theory and programming language design in an engaging, practical way. Understanding Computation explains theoretical computer science in a context you’ll recognize, helping you appreciate why these ideas matter and how they can inform your day-to-day programming. Rather than use mathematical notation or an...",True,2013-05-15T00:00:00,May 2013,1,97,150,programming
Beginning C++ Game Programming,209836918,45.99,John Horton,Packt Publishing,2019,Learn to program with C++ by building fun games,,,True,2019-10-31T00:00:00,Oct 2019,1,97,150,programming
Learn LLVM 17,211183979,50.99,Kai Nacke,Packt Publishing,2024,A beginner's guide to learning LLVM compiler tools and core libraries with C++,,,True,2024-01-12T00:00:00,Jan 2024,2,97,150,programming
C# 10 and .NET 6 – Modern Cross-Platform Development,210408704,80.99,Mark J. Price,Packt Publishing,2021,"Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF Core 6 using Visual Studio 2022 and Visual Studio Code",,,True,2021-11-09T00:00:00,Nov 2021,1,97,150,programming
Head First Android Development,210416627,96.99,Dawn Griffiths,O'Reilly Media,2021,, (3rd ed.),"What will you learn from this book? If you have an idea for a killer Android app, this fully revised and updated edition will get you up and running in a jiffy. You'll go beyond syntax and how-to manuals and learn how to think like a great Android developer. This hands-on book teaches you everything from designing user interfaces to building...",True,2021-11-10T00:00:00,Nov 2021,2,97,150,programming
Practical Vim,95960890,32.99,Drew Neil,Pragmatic Bookshelf,2015,Edit Text at the Speed of Thought, (2nd ed.),"Vim is a fast and efficient text editor that will make you a faster and more efficient developer. It's available on almost every OS, and if you master the techniques in this book, you'll never need another text editor. In more than 120 Vim tips, you'll quickly learn the editor's core functionality and tackle your trickiest editing and writing...",True,2018-02-07T00:00:00,Oct 2015,1,97,150,programming
Programming Android with Kotlin,210429801,71.99,Pierre-Olivier Laurence,O'Reilly Media,2021,,,"Developing applications for the Android mobile operating system can seem daunting, particularly if it requires learning a new programming language: Kotlin, now AndroidÃ¢??s officialdevelopment language. With this practical book, Android developers will learn how to make the transition from Java to Kotlin, including how Kotlin provides a true...",True,2021-12-06T00:00:00,Dec 2021,4,97,150,programming
Code,210561524,43.54494795,Charles Petzold,Pearson Education,2022,The Hidden Language of Computer Hardware and Software, (2nd ed.),"The classic guide to how computers work, updated with new chapters and interactive graphics ""For me, Code was a revelation. It was the first book about programming that spoke to me. It started with a story, and it built up, layer by layer, analogy by analogy, until I understood not just the Code, but the System. Code is a book that is...",True,2022-08-02T00:00:00,Aug 2022,1,97,150,programming
"Introduction to Algorithms, fourth edition",210286202,194.99,Thomas H. Cormen,MIT Press,2022,,,"A comprehensive update of the leading algorithms text, with new material on matchings in bipartite graphs, online algorithms, machine learning, and other topics.Some books on algorithms are rigorous but incomplete; others cover masses of material but lack rigor. Introduction to Algorithms uniquely combines rigor and comprehensiveness....",True,2022-04-05T00:00:00,Apr 2022,4,97,150,programming
Head First Swift,210435879,84.99,Paris Buttfield-Addison,O'Reilly Media,2021,,,"What will you learn from this book? Swift is best known as Apple's programming language of choice for developing apps on iOS, iPadOS, macOS, watchOS, and tvOS. But it's far more versatile than that. Open source Swift is also gaining ground as a language for systems programming and server-side code, and it runs on Linux and Windows. So where do...",True,2021-11-18T00:00:00,Nov 2021,2,97,150,programming
Beginning App Development with Flutter,209903987,64.58761008,Rap Payne,Apress,2019,Create Cross-Platform Mobile Apps,,"Create iOS and Android apps with Flutter using just one codebase.&nbsp; App development on multiple platforms has historically been difficult and complex.&nbsp;This book breaks down complex concepts and tasks into easily digestible segments with examples, pictures, and hands-on labs with starters and solutions.&nbsp;In doing so, you'll...",True,2019-12-04T00:00:00,Dec 2019,1,97,150,programming
"Unity Game Development in 24 Hours, Sams Teach Yourself",210373891,54.43458795,Mike Geig,Pearson Education,2021,, (4th ed.),"In just 24 hours, readers will learn how to get started developing games with Unity. The approach is hands-on and modular. Each chapter covers an essential component of the game development process. Topics are illustrated with sample projects. The book also concludes with a complete game project. This book's straightforward, step-by-step...",True,2021-10-08T00:00:00,Oct 2021,1,97,150,programming
"Art of Computer Programming, The",1663564,85.74230295,Donald E. Knuth,Pearson Education,1997,"Fundamental Algorithms, Volume 1", (3rd ed.),"&amp;&gt;The bible of all fundamental algorithms and the work that taught many of today's software developers most of what they know about computer programming. —Byte, September 1995 &nbsp; I can't begin to tell you how many pleasurable hours of study and recreation they have afforded me! I have pored over them in cars, restaurants,...",True,1997-07-04T00:00:00,Jul 1997,1,97,150,programming
C# 11 and .NET 7 – Modern Cross-Platform Development Fundamentals,210699109,50.99,Mark J. Price,Packt Publishing,2022,"Start building websites and services with ASP.NET Core 7, Blazor, and EF Core 7",,,True,2022-11-08T00:00:00,Nov 2022,1,97,150,programming
The Definitive ANTLR 4 Reference,95960841,42.99,Terence Parr,Pragmatic Bookshelf,2013,, (2nd ed.),"Programmers run into parsing problems all the time. Whether it's a data format like JSON, a network protocol like SMTP, a server configuration file for Apache, a PostScript/PDF file, or a simple spreadsheet macro language--ANTLR v4 and this book will demystify the process. ANTLR v4 has been rewritten from scratch to make it easier than ever to...",True,2018-02-05T00:00:00,Jan 2013,1,97,150,programming
Game Design Workshop,96319317,90.85283872,Tracy Fullerton,CRC Press,2018,"A Playcentric Approach to Creating Innovative Games, Fourth Edition", (4th ed.),"Discover an exercise-driven, non-technical approach to game design, without the need for programming or artistic expertise with Game Design Workshop, Fourth Edition.",True,2018-08-06T00:00:00,Aug 2018,1,97,150,programming
"Art of Computer Programming, The",1690863,85.74230295,Donald E. Knuth,Pearson Education,2014,"Seminumerical Algorithms, Volume 2", (3rd ed.),"The bible of all fundamental algorithms and the work that taught many of today's software developers most of what they know about computer programming. &nbsp; –Byte, September 1995 &nbsp; I can't begin to tell you how many pleasurable hours of study and recreation they have afforded me! I have pored over them in cars, restaurants, at...",True,2014-05-06T00:00:00,May 2014,1,97,150,programming
"Art of Computer Programming, The",1789974,85.74230295,Donald E. Knuth,Pearson Education,2014,"Combinatorial Algorithms, Part 1",,"The Art of Computer Programming, Volume 4A: Combinatorial Algorithms, Part 1 &nbsp; Knuth’s multivolume analysis of algorithms is widely recognized as the definitive description of classical computer science. The first three volumes of this work have long comprised a unique and invaluable resource in programming theory and practice....",True,2014-09-12T00:00:00,Sep 2014,1,97,150,programming
"Art of Computer Programming, The",1747442,85.74230295,Donald E. Knuth,Pearson Education,1998,"Sorting and Searching, Volume 3", (2nd ed.),"The bible of all fundamental algorithms and the work that taught many of today's software developers most of what they know about computer programming. &nbsp; –Byte, September 1995 &nbsp; I can't begin to tell you how many pleasurable hours of study and recreation they have afforded me! I have pored over them in cars, restaurants, at...",True,1998-04-24T00:00:00,Apr 1998,1,97,150,programming
Unity Development Cookbook,210970822,71.99,Paris Buttfield-Addison,O'Reilly Media,2023,, (2nd ed.),"Learn everything you need to know to use the powerful Unity engine to its full potential for 3D and 2D game development, simulation, artificial intelligence, and beyond. From the basics of scripting to techniques for interactivity, AI and behavior, animation, narrative, and networking, this flexible, mind-bogglingly popular engine is useful for...",True,2023-08-03T00:00:00,Aug 2023,3,97,150,programming
Software Development Pearls,210340985,38.10012795,Karl Wiegers,Pearson Education,2021,Lessons from Fifty Years of Software Experience,,"Drawing on 20+ years helping software teams succeed in nearly 150 organizations, Karl Wiegers presents 60 concise lessons and practical recommendations students can apply to all kinds of projects, regardless of application domain, technology, development lifecycle, or platform infrastructure. Embodying both wisdom for deeper understanding and...",True,2021-10-05T00:00:00,Oct 2021,1,97,150,programming
"Art of Computer Programming, The",210691770,85.74230295,Donald E. Knuth,Pearson Education,2022,Combinatorial Algorithms,,,True,2022-10-11T00:00:00,Oct 2022,1,97,150,programming
Network Programming with Go,209966780,52.99,Adam Woodbeck,No Starch Press,2021,Code Secure and Reliable Network Services from Scratch,,"Network Programming with Go teaches you how to write clean, secure network software with the programming language designed to make it seem easy.Build simple, reliable, network software&nbsp;Combining the best parts of many other programming languages, Go is fast, scalable, and designed for high-performance networking and...",True,2021-03-30T00:00:00,Mar 2021,1,97,150,programming
The Rust Programming Language,95760826,43.95,Steve Klabnik,No Starch Press,2018,,,"The Rust Programming Language is the official book on Rust, an open-source, community-developed systems programming language that runs blazingly fast, prevents segfaults, and guarantees thread safety. This is the undisputed go-to guide to Rust, written by two members of the Rust core team, with feedback and contributions from 42...",True,2018-07-10T00:00:00,Jul 2018,2,97,150,programming
"Art of Computer Programming, Volume 1, Fascicle 1, The",1463330,32.65530795,Donald E. Knuth,Pearson Education,2005,MMIX -- A RISC Computer for the New Millennium,,"Check out the boxed set that brings together Volumes 1 - 4B in one elegant case.&nbsp;The Art of Computer Programming, Volumes 1-4B Boxed Set ISBN: 9780137935109 &nbsp; &nbsp; Art of Computer Programming, Volume 1, Fascicle 1, The: MMIX -- A RISC Computer for the New Millennium &nbsp; This multivolume work on the analysis of...",True,2005-02-09T00:00:00,Feb 2005,1,97,150,programming
Soar with Haskell,211175357,46.99,Tom Schrijvers,Packt Publishing,2023,The ultimate beginners' guide to mastering functional programming from the ground up,,,True,2023-12-22T00:00:00,Dec 2023,1,97,150,programming
"MMIX Supplement, The",2058044,32.65530795,Martin Ruckert,Pearson Education,2015,"Supplement to The Art of Computer Programming Volumes 1, 2, 3 by Donald E. Knuth",,"In the first edition of Volume 1 of The Art of Computer Programming, Donald E. Knuth introduced the MIX computer and its machine language: a teaching tool that powerfully illuminated the inner workings of the algorithms he documents. Later, with the publication of his Fascicle 1, Knuth introduced MMIX: a modern, 64-bit RISC replacement to the...",True,2015-05-19T00:00:00,May 2015,1,97,150,programming
Learning iOS Programming,1153342,28.99,Alasdair Allan,O'Reilly Media,2013,From Xcode to App Store, (3rd ed.),"Get a rapid introduction to iPhone, iPad, and iPod touch programming. With this easy-to-follow guide, you’ll learn how to develop your first marketable iOS application, from opening Xcode to submitting your product to the App Store. Whether you’re a developer new to Mac programming or an experienced Mac developer ready to tackle iOS, this is...",True,2013-03-11T00:00:00,Mar 2013,1,97,150,programming
"Stanford GraphBase, The",209589028,72.13025295,Donald E. Knuth,Pearson Education,2019,A Platform for Combinatorial Computing,,The Stanford GraphBase: A Platform for Combinatorial Computing represents the first efforts of Donald E. Knuth's preparation for Volume Four of The Art of Computer Programming. The book's first goal is to use examples to demonstrate the art of...,True,2019-01-04T00:00:00,Jan 2019,1,97,150,programming
PowerShell 7 Workshop,211231397,45.99,Nick Parlow,Packt Publishing,2024,"Learn how to program with PowerShell 7 on Windows, Linux, and the Raspberry Pi",,,True,2024-02-29T00:00:00,Feb 2024,1,97,150,programming
Microservices Design Patterns in .NET,210728186,42.99,Trevoir Williams,Packt Publishing,2023,Making sense of microservices design and architecture using .NET Core,,,True,2023-01-13T00:00:00,Jan 2023,1,97,150,programming
Get Your Hands Dirty on Clean Architecture,211070366,45.99,Tom Hombergs,Packt Publishing,2023,Build 'clean' applications with code examples in Java,,,True,2023-07-14T00:00:00,Jul 2023,2,97,150,programming
Mac OS X Snow Leopard for Power Users,666958,50.83774318,Scott Granneman,Apress,2011,Advanced Capabilities and Techniques,,"Mac OS X Snow Leopard for Power Users: Advanced Capabilities and Techniques is for Mac OS X users who want to go beyond the obvious, the standard, and the easy. If want to dig deeper into Mac OS X and maximize your skills and productivity using the...",True,2011-01-11T00:00:00,Jan 2011,1,97,150,programming
Beginning DAX with Power BI,96159958,78.32277124,Philip Seamark,Apress,2018,The SQL Pro’s Guide to Better Business Intelligence,,"Attention all SQL Pros, DAX is not just for writing Excel-based formulas! Get hands-on learning and expert advice on how to use the vast capabilities of the DAX language to solve common data modeling challenges. Beginning DAX with Power BI teaches key concepts such as mapping techniques from SQL to DAX, filtering, grouping, joining,...",True,2018-03-31T00:00:00,Mar 2018,1,97,150,programming
Beginning Microsoft 365 Collaboration Apps,210310288,92.07263814,Ralph Mercurio,Apress,2021,Working in the Microsoft Cloud, (2nd ed.),"Start making the most of the latest collaboration tools in Microsoft 365—including Teams, SharePoint, Power Apps, Power BI, Power Automate, Microsoft Groups, Office ProPlus, Yammer, Planner, Stream, Forms, and OneDrive. Integrate these collaboration tools into your team’s projects to boost productivity, engagement, innovation, and...",True,2021-06-09T00:00:00,Jun 2021,2,97,150,programming
Mastering Sharepoint Framework,210629921,20.35001475,Nanddeep Nachan,BPB Publications,2019,Master the SharePoint Framework Development with Easy-to-Follow Examples,,"A step-by-step guide to acquire knowledge of the SharePoint Framework (SPFx), build it from scratch, and gradually move towards developing practical examples. Key Features; Master the concept of the SharePoint Framework (SPFx); Learn how to use various JavaScript libraries and frameworks with the SharePoint Framework; Deploy SPFx solutions into...",True,2019-01-01T00:00:00,Jan 2019,1,97,150,programming
Probability and Computing,95707810,77.37867995,Michael Mitzenmacher,Cambridge University Press,2017,Randomization and Probabilistic Techniques in Algorithms and Data Analysis, (2nd ed.),This greatly expanded new edition offers a comprehensive introduction to randomization and probabilistic techniques in modern computer science.,True,2017-07-03T00:00:00,Jul 2017,2,97,150,programming
PowerShell Cookbook,210318708,96.99,Lee Holmes,O'Reilly Media,2021,, (4th ed.),"How do you use PowerShell to navigate the filesystem, manage files and folders, or retrieve a web page? This introduction to the PowerShell language and scripting environment provides more than 400 task-oriented recipes to help you solve all kinds of problems. Intermediate to advanced system administrators will find more than 100...",True,2021-06-16T00:00:00,Jun 2021,1,97,150,programming
Refactoring,209555204,65.32422795,Martin Fowler,Pearson Education,2018,Improving the Design of Existing Code, (2nd ed.),"Refactoring is about improving the design of existing code. It is the process of changing a software system in such a way that it does not alter the external behavior of the code, yet improves its internal structure. With refactoring you can even take a bad design and rework it into a good one. This book offers a thorough discussion of the...",True,2018-11-20T00:00:00,Nov 2018,1,97,150,programming
"A Common-Sense Guide to Data Structures and Algorithms, Second Edition",210136938,52.99,Jay Wengrow,Pragmatic Bookshelf,2020,, (2nd ed.),"Algorithms and data structures are much more than abstract concepts. Mastering them enables you to write code that runs faster and more efficiently, which is particularly important for todayâ€™s web and mobile apps. Take a practical approach to data structures and algorithms, with techniques and real-world scenarios that you can use in your...",True,2020-08-10T00:00:00,Aug 2020,1,97,150,programming
Flutter and Dart Cookbook,210725886,71.99,Richard Rose,O'Reilly Media,2022,,,"Learn the essentials of working with Flutter and Dart to build full stack applications that meet the needs of a cloud-driven world. Together, the Flutter open source UI software development kit and the Dart programming language for client development provide a unified solution to building applications capable of targeting multiple platforms....",True,2022-12-15T00:00:00,Dec 2022,1,97,150,programming
The Algorithm Design Manual,210134897,88.21973426,Steven S. Skiena,Springer International Publishing,2020,, (3rd ed.),"""My absolute favorite for this kind of interview preparation is Steven Skiena’s The Algorithm Design Manual. More than any other book it helped me understand just how astonishingly commonplace … graph problems are -- they should be part of every...",True,2020-10-05T00:00:00,Oct 2020,1,97,150,programming
Programming iOS 14,210136762,71.99,Matt Neuburg,O'Reilly Media,2020,,,"If youÃ¢??re grounded in the basics of Swift, Xcode, and the Cocoa framework, this book provides a structured explanation of all essential real-world iOS app components. Through deep exploration and copious code examples, youÃ¢??ll learn how to create views, manipulate view controllers, and add features from iOS frameworks. Create, arrange,...",True,2020-10-08T00:00:00,Oct 2020,1,97,150,programming
Hackers,563956,20.99,Steven Levy,O'Reilly Media,2010,Heroes of the Computer Revolution - 25th Anniversary Edition,,"This 25th anniversary edition of Steven Levy's classic book traces the exploits of the computer revolution's original hackers -- those brilliant and eccentric nerds from the late 1950s through the early '80s who took risks, bent the rules, and pushed the world in a radical new direction. With updated material from noteworthy hackers such as Bill...",True,2010-05-19T00:00:00,May 2010,1,97,150,programming
PowerShell Pocket Reference,210274930,32.99,Lee Holmes,O'Reilly Media,2021,, (3rd ed.),"This portable reference to PowerShell summarizes the command shell and scripting language and provides a concise guide to the many tasks that make PowerShell so useful. If you're a busy administrator and don't have time to plow through huge books or in-depth online searches, this is the ideal on-the-job tool. Written by PowerShell team member...",True,2021-04-22T00:00:00,Apr 2021,1,97,150,programming
Learning Algorithms,210336889,84.99,George Heineman,O'Reilly Media,2021,,,"When it comes to writing efficient code, every software professional needs to have an effective working knowledge of algorithms. In this practical book, author George Heineman ( Algorithms in a Nutshell ) provides concise and informative descriptions of key algorithms that improve coding. Software developers, testers, and maintainers will...",True,2021-07-20T00:00:00,Jul 2021,1,97,150,programming
Learning Functional Programming,210643544,71.99,Jack Widman,O'Reilly Media,2022,,,"Learn how to think and write code like a functional programmer. With this practical guide, software developers familiar with object-oriented programming will dive into the core concepts of functional programming and learn how to use both functional and OOP features together on large or complex software projects. Author Jack Widman uses samples...",True,2022-08-11T00:00:00,Aug 2022,1,97,150,programming
Designing Games,1108404,58.99,Tynan Sylvester,O'Reilly Media,2013,A Guide to Engineering Experiences,,"Ready to give your design skills a real boost? This eye-opening book helps you explore the design structure behind most of todayâ??s hit video games. Youâ??ll learn principles and practices for crafting games that generate emotionally charged experiencesâ??a combination of elegant game mechanics, compelling fiction, and pace that fully immerses...",True,2013-01-03T00:00:00,Jan 2013,1,97,150,programming
Theory of Fun for Game Design,1550578,51.99,Raph Koster,O'Reilly Media,2013,, (2nd ed.),"Now in full color, the 10th anniversary edition of this classic book takes you deep into the influences that underlie modern video games, and examines the elements they share with traditional games such as checkers. At the heart of his exploration, veteran game designer Raph Koster takes a close look at the concept of fun and why it’s the most...",True,2013-11-08T00:00:00,Nov 2013,1,97,150,programming
Microsoft 365 and SharePoint Online Cookbook,210066842,55.99,Gaurav Mahajan,Packt Publishing,2020,Over 100 practical recipes to help you get the most out of Office 365 and SharePoint Online,,,True,2020-06-26T00:00:00,Jun 2020,2,97,150,programming
Head First Object-Oriented Analysis and Design,540881,79.99,Brett McLaughlin,O'Reilly Media,2006,A Brain Friendly Guide to OOA&D,,"""Head First Object Oriented Analysis and Design is a refreshing look at subject of OOAD. What sets this book apart is its focus on learning. The authors have made the content of OOAD accessible, usable for the practitioner."" Ivar Jacobson, Ivar Jacobson Consulting ""I just finished reading HF OOA&D and I loved it! The thing I liked most about...",True,2008-12-19T00:00:00,Nov 2006,3,97,150,programming
Fortnite,209870077,0.99,Rebecca Christensen,Tsunami Productions,2019,"The Ultimate Step By Step Guide To Becoming A Pro In Fortnite Battle Royale | Elite Tips, Tricks, and Strategies Of A Real Pro",,"Do you enjoy playing Fortnite Battle Royale? Are you hooked on the idea of the game but can never be the last one standing? Or are you a newcomer and need to know some of the best tricks and strategies? Fortnite is an exciting game for 100 players, the object being to defeat your enemies and be the last one standing. The complexities of the...",True,2019-02-23T00:00:00,Feb 2019,1,97,150,programming
97 Things Every Programmer Should Know,536618,26.99,Kevlin Henney,O'Reilly Media,2010,Collective Wisdom from the Experts,,"Tap into the wisdom of experts to learn what every programmer should know, no matter what language you use. With the 97 short and extremely useful tips for programmers in this book, you'll expand your skills by adopting new approaches to old problems, learning appropriate best practices, and honing your craft through sound advice. With...",True,2010-02-05T00:00:00,Feb 2010,1,97,150,programming
The Art of Game Design,209755069,97.71095072,Jesse Schell,CRC Press,2019,"A Book of Lenses, Third Edition", (3rd ed.),"Written by one of the world's top game designers, this book describes the deepest and most fundamental principles of game design, demonstrating how tactics used in board, card, and athletic games also work in video games.",True,2019-07-31T00:00:00,Jul 2019,1,97,150,programming
Beginner's Step-by-Step Coding Course,209902947,6.99,DK,DK,2020,Learn Computer Programming the Easy Way,,"With this visual guide to computer programming for beginners, it has never been easier to learn how to code. Coding skills are in high demand and the need for programmers is still growing. Covering three of the most popular languages for new coders, this book uses a graphic method to break complex subjects into user-friendly chunks,...",True,2020-01-07T00:00:00,Jan 2020,1,97,150,programming
"""You Are Not Expected to Understand This""",210568184,24.99,Torie Bosch,Princeton University Press,2022,How 26 Lines of Code Changed the World,,"Leading technologists, historians, and journalists reveal the stories behind the computer coding that touches all aspects of life—for better or worse Few of us give much thought to computer code or how it comes to be. The very word “code” makes it sound immutable or even inevitable. “You Are Not Expected to Understand This” demonstrates that,...",True,2022-11-15T00:00:00,Nov 2022,3,97,150,programming
The Art of Writing Efficient Programs,210379631,44.99,Fedor G. Pikus,Packt Publishing,2021,An advanced programmer's guide to efficient hardware utilization and compiler optimizations using C++ examples,,,True,2021-10-22T00:00:00,Oct 2021,1,97,150,programming
Rust for Rustaceans,210297398,43.99,Jon Gjengset,No Starch Press,2021,Idiomatic Programming for Experienced Developers,,"Master professional-level coding in Rust.For developers who&rsquo;ve mastered the basics, this book is the next step on your way to professional-level programming in Rust. It covers everything you need to build and maintain larger code bases, write powerful and flexible applications and libraries, and confidently expand the scope and...",True,2021-12-21T00:00:00,Dec 2021,1,97,150,programming
Fundamentals of Game Design,1584525,74.85266295,Ernest Adams,Pearson Education,2013,, (3rd ed.),"The full text downloaded to your computer With eBooks you can: search for key concepts, words and phrases make highlights and notes as you study share your notes with friends eBooks are downloaded to your computer and accessible either offline through the Bookshelf (available as a free download), available online and also via the iPad and...",True,2013-11-28T00:00:00,Nov 2013,1,97,150,programming
Beginning Microsoft Power BI,209967244,64.58761008,Dan Clark,Apress,2020,A Practical Guide to Self-Service Data Analytics, (3rd ed.),"Analyze company data quickly and easily using Microsoft’s powerful data tools. Learn to build scalable and robust data models, clean and combine different data sources effectively, and create compelling and professional visuals.Beginning Power BI is a hands-on, activity-based guide that takes you through the process of analyzing your...",True,2020-02-21T00:00:00,Feb 2020,1,97,150,programming
Concrete Mathematics,95824241,97.99314795,Ronald L. Graham,Pearson Education,1994,A Foundation for Computer Science, (2nd ed.),"Concrete Mathematics is a blending of CONtinuous and disCRETE mathematics. &nbsp; ""More concretely,"" the authors explain, ""it is the controlled manipulation of mathematical formulas, using a collection of techniques for solving problems."" &nbsp; The subject matter is primarily an expansion of the Mathematical Preliminaries section in Knuth's...",True,1994-02-28T00:00:00,Feb 1994,3,97,150,programming
Modern C++ Programming Cookbook.,210121177,52.99,Marius Bancila,Packt Publishing,2020,"Master C++ core language and standard library features, with over 100 recipes, updated to C++20",,,True,2020-09-11T00:00:00,Sep 2020,1,97,150,programming
Programming in C,1770351,54.43458795,Stephen G. Kochan,Pearson Education,2014,, (4th ed.),"Programming in C will teach you how to write programs in the C programming language. Whether you’re a novice or experienced programmer, this book will provide you with a clear understanding of this language, which is the foundation for many object-oriented programming languages such as C++, Objective-C, C#, and Java. &nbsp; This book...",True,2014-08-07T00:00:00,Aug 2014,1,97,150,programming
Graph Algorithms,209688468,84.99,Mark Needham,O'Reilly Media,2019,Practical Examples in Apache Spark and Neo4j,,Discover how graph algorithms can help you leverage the relationships within your data to develop more intelligent solutions and enhance your machine learning models. You’ll learn how graph analytics are uniquely suited to unfold complex structures and reveal difficult-to-find patterns lurking in your data. Whether you are trying to build...,True,2019-05-21T00:00:00,May 2019,2,97,150,programming
Git for Teams,2191277,49.99,Emma Jane Hogbin Westby,O'Reilly Media,2015,A User-Centered Approach to Creating Efficient Workflows in Git,,"You can do more with Git than just build software. This practical guide delivers a unique people-first approach to version control that also explains how using Git as a focal point can help your team work better together. You’ll learn how to plan and pursue a Git workflow that not only ensures that you accomplish project goals, but also fits the...",True,2015-08-24T00:00:00,Aug 2015,1,97,150,programming
Actionable Gamification,209902165,35.99,Yu-kai Chou,Packt Publishing,2019,"Beyond Points, Badges, and Leaderboards",,,True,2019-12-03T00:00:00,Dec 2019,1,97,150,programming
C++ High Performance,210193114,60.99,Björn Andrist,Packt Publishing,2020,Master the art of optimizing the functioning of your C++ code,,,True,2020-12-30T00:00:00,Dec 2020,3,97,150,programming
Physics for Game Developers,1168822,45.99,David M Bourg,O'Reilly Media,2013,"Science, math, and code for realistic effects", (2nd ed.),"If you want to enrich your game’s experience with physics-based realism, the expanded edition of this classic book details physics principles applicable to game development. You’ll learn about collisions, explosions, sound, projectiles, and other effects used in games on Wii, PlayStation, Xbox, smartphones, and tablets. You’ll also get a handle...",True,2013-04-11T00:00:00,Apr 2013,2,97,150,programming
Microsoft Blazor,210431315,86.57269138,Peter Himschoot,Apress,2021,Building Web Applications in .NET 6 and Beyond, (3rd ed.),"Build web applications in C# and Microsoft .NET 6 that run in any modern browser and become a full-stack web developer!. Do all these things using the Microsoft Blazor framework and the techniques shown in this book. New in this edition is coverage of the new and improved Razor syntax, communication with the server using SignalR and/or...",True,2021-12-07T00:00:00,Dec 2021,1,97,150,programming
Pro C# 10 with .NET 6,210634706,72.82282448,Andrew Troelsen,Apress,2022,Foundational Principles and Practices in Programming, (11th ed.),"Welcome to the most comprehensive foundational guide available on the topic of C# coding and .NET. This book goes beyond “do this, to achieve this” to drill down into the core stuff that makes a good developer, great. This expanded 11th edition delivers loads of new content on Entity Framework, Razor Pages, Web APIs and more. You will...",True,2022-07-30T00:00:00,Jul 2022,2,97,150,programming
Powerful Command-Line Applications in Go,210489066,49.99,Ricardo Gerardi,Pragmatic Bookshelf,2021,,,"Whether you want to automate tasks, analyze data, parse logs, talk to network services, or address other systems requirements, writing your own command-line tool may be the fastest - and perhaps the most fun - way to do it. The Go programming language is a great choice for developing tools that are fast, reliable, and cross-platform. Create...",True,2021-12-10T00:00:00,Dec 2021,1,97,150,programming
"Networks, Crowds, and Markets",542640,85.4421008,David Easley,Cambridge University Press,2010,Reasoning about a Highly Connected World,,"Reveals the interdisciplinary field of networks, which changes how we look at social, financial and technological interactions in modern society.",True,2010-07-19T00:00:00,Jul 2010,2,97,150,programming
C# 9 and .NET 5 – Modern Cross-Platform Development,210159746,83.99,Mark J. Price,Packt Publishing,2020,"Build intelligent apps, websites, and services with Blazor, ASP.NET Core, and Entity Framework Core using Visual Studio Code",,,True,2020-11-10T00:00:00,Nov 2020,1,97,150,programming
