Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Apple Training Series,432076,43.54494795,Michael E. Cohen,Pearson Education,1753,iLife (iLife '09 Edition),,"In the only Apple-certified guide to iLife '09, Michael Cohen, Michael Wohl, Richard Harrington and Mary Plummer will have you working miracles with iLife within the first few pages. Featuring footage and images from around the world, this book...",True,2009-04-09T00:00:00,Jan 1753,3,97,150,os
My Photos for Mac,2058047,27.21048795,Michael Grothaus,Pearson Education,1753,,,"The full text downloaded to your computer With eBooks you can: search for key concepts, words and phrases make highlights and notes as you study share your notes with friends eBooks are downloaded to your computer and accessible either offline through the Bookshelf (available as a free download), available online and also via the iPad and...",True,2015-05-23T00:00:00,Jan 1753,1,97,150,os
Windows 10 In Depth (includes Content Update Program),2199788,54.43458795,Brian Knittel,Pearson Education,2015,,,"Windows 10 In Depth is just the guide you need. It will get you through the learning curve to become a Windows 10 expert. The authors of Windows 10 In Depth have scaled the steepest part of the learning curve for you, and give you great guidance from the first page to the last, from your first hour with Windows 10 to long-term management and...",True,2015-09-10T00:00:00,Sep 2015,2,97,150,os
Debugging Embedded Linux (Digital Short Cut),268065,34.01651295,Christopher Hallinan,Pearson Education,2006,,,"No matter how you approach it, Linux debugging will always be complex. The first part of this Short Cut examines some of these complexities as they relate to kernel debugging and present ideas and methods to improve your debugging skills, inside...",True,2006-08-30T00:00:00,Aug 2006,1,97,150,os
Sams Teach Yourself Mac OS X Leopard All in One,319926,38.10012795,Robyn Ness,Pearson Education,2003,,,"You’ve got a Mac. You’ve got Leopard. And you’ve got iLife, Safari, Mail, iChat…and all the rest. &nbsp; Now all you need to do is figure out how to get them to work together--so that you can stop thinking about your computer and start thinking about getting things done, having fun, and enjoying everything your Mac has to offer. ...",True,2003-12-11T00:00:00,Dec 2003,2,97,150,os
"Practical Guide to UNIX for Mac OS X Users, A",413963,54.43458795,Mark G. Sobell,Pearson Education,2005,,,"The Most Useful UNIX Guide for Mac OS X Users Ever, with Hundreds of High-Quality Examples! Beneath Mac OS® X's stunning graphical user interface (GUI) is the most powerful operating system ever created: UNIX®. With unmatched clarity and insight, this book explains UNIX for the Mac OS X user–giving you total control over your system,...",True,2005-12-21T00:00:00,Dec 2005,2,97,150,os
Windows Server 2012 R2 Pocket Consultant Volume 1,1667038,43.54494795,William Stanek,Pearson Education,2014,Essentials & Configuration,,"Portable and precise, this pocket-sized guide delivers ready answers for core configuration and administrative tasks in Windows Server 2012 R2. Zero in on the essentials through quick-reference tables, instructions, and lists. You'll get the focused information you need to save time and get the job done - whether at your desk or in the...",True,2014-03-15T00:00:00,Mar 2014,1,97,150,os
"Windows Internals, Part 2",1663755,54.43458795,Mark E. Russinovich,Pearson Education,2012,, (6th ed.),"Delve inside Windows architecture and internals—and see how core components work behind the scenes. Led by three renowned internals experts, this classic guide is fully updated for Windows 7 and Windows Server 2008 R2—and now presents its coverage in two volumes. As always, you get critical insider perspectives on how Windows...",True,2012-09-15T00:00:00,Sep 2012,3,97,150,os
Windows Server 2016 Automation with PowerShell Cookbook,95868312,66.99,Thomas Lee,Packt Publishing,2017,Powerful ways to automate and manage Windows administrative tasks,,,True,2017-09-21T00:00:00,Sep 2017,2,97,150,os
Docker on Windows,209748104,55.99,Elton Stoneman,Packt Publishing,2019,From 101 to production with Docker on Windows,,,True,2019-02-28T00:00:00,Feb 2019,1,97,150,os
Mastering Linux Security and Hardening,209963022,60.99,Donald A. Tevault,Packt Publishing,2020,"Protect your Linux systems from intruders, malware attacks, and other cyber threats",,,True,2020-02-21T00:00:00,Feb 2020,1,97,150,os
Windows XP Media Center Edition 2004 PC For Dummies,215112,29.99,Danny Briere,Wiley,2003,,,"The fun and easy way to get up and running quickly with Microsoft Windows XP Media Center Edition, the new operating system version specially outfitted for TV, DVD, video, music, and digital photo applications Media Center PCs are the first PCs to...",True,2003-11-24T00:00:00,Nov 2003,2,97,150,os
BSD UNIX Toolbox,343717,26.99,Christopher Negus,Wiley,2008,"1000+ Commands for FreeBSD, OpenBSD and NetBSD",,"Learn how to use BSD UNIX systems from the command line with BSD UNIX Toolbox: 1000+ Commands for FreeBSD, OpenBSD and NetBSD. Learn to use BSD operation systems the way the experts do, by trying more than 1,000 commands to find and obtain software,...",True,2008-04-30T00:00:00,Apr 2008,2,97,150,os
Developing Software for Symbian OS,351059,71.99,Steve Babin,Wiley,2008,A Beginner's Guide to Creating Symbian OS v9 Smartphone Applications in C++, (2nd ed.),Many problems encountered by engineers developing code for specialized Symbian subsystems boil down to a lack of understanding of the core Symbian programming concepts. Developing Software for Symbian OS remedies this problem as it provides a...,True,2008-02-28T00:00:00,Feb 2008,1,97,150,os
Microsoft Windows Server 2008 R2 Administration Instant Reference,484837,41.99,Matthew Hester,Wiley,2010,,,"All your Windows Server 2008 R2 questions answered—on the spot! Get up to speed on the new features of Windows Server 2008 R2 with this indispensableguide. Designed for busy IT professionals, it's the perfect go-to resource for quick answers and...",True,2010-01-21T00:00:00,Jan 2010,2,97,150,os
Cocoa,589143,65.95,Richard Wentk,Wiley,2010,,,Develop applications for Mac OS X with this Developer Reference guide Make a clean transition to programming in Apple environments using the elegant and dynamic programming API Cocoa and this practical guide. Written...,True,2010-09-14T00:00:00,Sep 2010,1,97,150,os
Designing for the iPad,645011,43.99,Chris Stevens,Wiley,2011,Building Applications that Sell,,Get in the game of developing successful apps for the iPad Designing for the iPad presents unique challenges for developers and requires an entirely different mindset of elements to consider when creating apps. Written...,True,2011-01-04T00:00:00,Jan 2011,1,97,150,os
iOS Hacker's Handbook,821875,53.99,Charlie Miller,Wiley,2012,,,"Discover all the security risks and exploits that can threaten iOS-based mobile devices iOS is Apple's mobile operating system for the iPhone and iPad. With the introduction of iOS5, many security issues have come to...",True,2012-04-30T00:00:00,Apr 2012,6,97,150,os
Red Hat Enterprise Linux 6 Administration,1116227,71.99,Sander van Vugt,Wiley,2013,Real World Skills for Red Hat Administrators,,The definitive guide to administering a Red Hat Enterprise Linux 6 network Linux professionals who need a go-to guide on version 6 of Red Hat Enterprise Linux (RHEL) will find what they need in this...,True,2013-01-17T00:00:00,Jan 2013,1,97,150,os
Windows 10 At Work For Dummies,1895382,31.99,Ciprian Adrian Rusen,Wiley,2015,,,"The fast and easy way to get up and running with Windows 10 at work If you want to spend less time figuring out Windows and more time getting things accomplished, you've come to the right place. Covering Windows 10 and...",True,2015-09-14T00:00:00,Sep 2015,1,97,150,os
Windows 10 Bible,2057208,54.99,Rob Tidrow,Wiley,2015,,,"A complete, detailed Windows 10 reference for beginners and power users alike Windows 10 Bible is one of the most thorough references on the market with complete coverage of Windows 10. Whether you're...",True,2015-09-14T00:00:00,Sep 2015,3,97,150,os
Teach Yourself VISUALLY macOS Sierra,95568195,35.99,Paul McFedries,Wiley,2016,,,"Get to know MacOS Sierra with this visual expert guide Teach Yourself VISUALLY macOS Sierra is your ideal guide to the new Mac operating system. Clear, step-by-step instructions walk you through...",True,2016-10-06T00:00:00,Oct 2016,1,97,150,os
macOS Mojave For Dummies,209520292,29.99,Bob LeVitus,Wiley,2018,,,Pro tips for macOS from “Dr. Mac” Your shiny new iMac or trusty old MacBook both rely on macOS to help you get things done. It helps to have an equally reliable guidebook to steer you through the...,True,2018-10-25T00:00:00,Oct 2018,1,97,150,os
macOS Catalina For Dummies,209815935,29.99,Bob LeVitus,Wiley,2019,,,"Get a handle on macOS Catalina It doesn't matter if you're doing your computing on an old reliable Macbook or a brand-new Mac desktop, both rely on macOS to help you get things done. It helps to have...",True,2019-10-14T00:00:00,Oct 2019,1,97,150,os
Unix for Oracle DBAs Pocket Reference,443272,7.99,Donald K. Burleson,O'Reilly Media,2001,Command Syntax and Scripts,,"The Unix for Oracle DBAs Pocket Reference puts within easy reach the commands that Oracle database administrators need most when operating in a Unix environment. If you are an Oracle DBA moving to Unix from another environment such as Windows NT or IBM Mainframe, you know that these commands are far different from those covered in most beginning...",True,2001-02-01T00:00:00,Feb 2001,1,97,150,os
Unix for Oracle DBAs Pocket Reference,443272,7.99,Donald K. Burleson,O'Reilly Media,2001,Command Syntax and Scripts,,"The Unix for Oracle DBAs Pocket Reference puts within easy reach the commands that Oracle database administrators need most when operating in a Unix environment. If you are an Oracle DBA moving to Unix from another environment such as Windows NT or IBM Mainframe, you know that these commands are far different from those covered in most beginning...",True,2001-02-01T00:00:00,Feb 2001,1,97,150,os
XAML in a Nutshell,540688,23.99,Lori A. MacVittie,O'Reilly Media,2006,A Desktop Quick Reference,,"When Microsoft releases Windows Vista, the new operating system will support applications that employ graphics now used by computer games--clear, stunning, and active. The cornerstone for building these new user interfaces is XAML (""Zammel""), the XML-based markup language that works with Windows Presentation Foundation (WPF), Vista's new...",True,2008-02-14T00:00:00,Mar 2006,1,97,150,os
"Switching to the Mac: The Missing Manual, Mountain Lion Edition",1026080,31.99,David Pogue,O'Reilly Media,2012,,,"Ready to move to the Mac? This incomparable guide helps you make a smooth transition. New York Times columnist and Missing Manuals creator David Pogue gets you past three challenges: transferring your stuff, assembling Mac programs so you can do what you did with Windows, and learning your way around OS X. Learning to use a Mac is not a piece of...",True,2012-09-12T00:00:00,Sep 2012,1,97,150,os
Learning Kali Linux,96311265,63.99,Ric Messier,O'Reilly Media,2018,"Security Testing, Penetration Testing, and Ethical Hacking",,"With more than 600 security tools in its arsenal, the Kali Linux distribution can be overwhelming. Experienced and aspiring security professionals alike may find it challenging to select the most appropriate tool for conducting a given test. This practical book covers KaliÃ¢??s expansive security capabilities and helps you identify the tools you...",True,2018-07-17T00:00:00,Jul 2018,1,97,150,os
MacMost.com Guide to Switching to the Mac,457640,21.76566795,Gary Rosenzweig,Pearson Education,1753,,,"Switching to the Mac? Awesome! You’ve got company—lots of it! And with this book, you’ve got help, too... all the help you’ll ever need! &nbsp; MacMost.com founder Gary Rosenzweig quickly gets you comfy with your new Mac, demonstrates the ”Mac way” to perform every common Windows task, and shows how to do more with Macs than you ever...",True,2009-09-25T00:00:00,Jan 1753,1,97,150,os
Performing an Active Directory Health Check (Digital Short Cut),267737,27.21048795,Andrew Abbate,Pearson Education,2002,,,"This is the eBook version of the printed book. Organizations that have implemented Microsoft® Windows Active Directory® need to make sure that Active Directory is configured and operating properly. Even an Active Directory that is properly installed can easily have components fail or stop working, which causes problems with the Windows...",True,2002-08-07T00:00:00,Aug 2002,2,97,150,os
"Linux Programmer's Toolbox, The",286919,54.43458795,John Fusco,Pearson Education,2007,,,,True,2007-03-06T00:00:00,Mar 2007,1,97,150,os
Wireless Networking with Microsoft Windows Vista,298497,27.21048795,Michael R. Miller,Pearson Education,2007,,,"Networking has become commonplace in the home. In years past, it took a trained technician to set up and manage a computer network; that's not the case anymore. With more and more households having multiple PCs, there is an increased demand to network those PCs to share files, peripherals, and an Internet connection. And it's become...",True,2007-07-05T00:00:00,Jul 2007,1,97,150,os
Networking with Microsoft Windows Vista,319929,38.10012795,Paul McFedries,Pearson Education,2003,Your Guide to Easy and Secure Windows Vista Networking,,"Your Guide to Easy and Secure Windows Vista Networking is a complete beginner’s guide to creating, configuring, administering, and using a small network using Windows Vista computers. Inside you’ll find comprehensive coverage of networking hardware, including Ethernet (wired) hardware (from NICs to cables to switches to routers) and...",True,2003-12-18T00:00:00,Dec 2003,1,97,150,os
Unleashing Microsoft Windows Vista Media Center,365988,38.10012795,Mark Edward Soper,Pearson Education,2008,,,"For most Windows Vista users, Media Center is unknown territory. Unleashing Microsoft® Windows Vista® Media Center shows both newbies and experienced Media Center users how to use Media Center to experience music, photos, videos, movies, TV shows, and games in a whole new way. Windows Vista Media Center takes full advantage of the...",True,2008-10-23T00:00:00,Oct 2008,1,97,150,os
Windows Server 2012 R2 Inside Out,1690878,65.32422795,William Stanek,Pearson Education,2014,"Services, Security, & Infrastructure, Volume 2",,"This supremely organised reference packs hundreds of timesaving solutions, troubleshooting tips, and workarounds for Windows Server 2012 R2 - with a focus on infrastructure, core services, and security features. The full text downloaded to your computer With eBooks you can: search for key concepts, words and phrases make highlights and notes as...",True,2014-05-12T00:00:00,May 2014,1,97,150,os
"Unix in 24 Hours, Sams Teach Yourself",2239118,43.54494795,Dave Taylor,Pearson Education,2015,"Covers OS X, Linux, and Solaris", (5th ed.),"In just 24 lessons of one hour or less, Sams Teach Yourself Unix in 24 Hours helps you get up and running with Unix and Unix-based operating systems such as Mac OS X and Linux. Designed for beginners with no previous experience using Unix, this book’s straightforward, step-by-step approach makes it easy to learn. Each lesson clearly explains...",True,2015-09-25T00:00:00,Sep 2015,1,97,150,os
"Shell Programming in Unix, Linux and OS X",95824211,48.98976795,Stephen G. Kochan,Pearson Education,2016,, (4th ed.),"Shell Programming in Unix, Linux and OS X is a thoroughly updated revision of Kochan and Wood’s classic Unix Shell Programming tutorial. Following the methodology of the original text, the book focuses on the POSIX standard shell, and teaches you how to develop programs in this useful programming environment, taking full advantage of...",True,2016-08-30T00:00:00,Aug 2016,2,97,150,os
Exam Ref 70-697 Configuring Windows Devices,96163758,43.54494795,Andrew Bettany,Pearson Education,2018,, (2nd ed.),"Prepare for Microsoft Exam 70-697--and help demonstrate your real-world mastery of configuring Windows 10 devices in the enterprise. Designed for experienced IT pros ready to advance their status, this Exam Ref focuses on the critical-thinking and decision-making acumen needed for success as a Microsoft specialist. Focus on the expertise...",True,2018-04-25T00:00:00,Apr 2018,2,97,150,os
Apple Pro Training Series,1742797,32.65530795,Mary Plummer,Pearson Education,2014,GarageBand,,"This book was published in July 2014 and covers GarageBand 10.0. The content and/or media files do not work with subsequent releases of the software. In the only Apple-certified guide to GarageBand, readers will be creating original works within the first few chapters. Using real-life material and practical lessons that they can apply...",True,2014-07-09T00:00:00,Jul 2014,1,97,150,os
"Windows PowerShell in 24 Hours, Sams Teach Yourself",2045920,43.54494795,Timothy L. Warner,Pearson Education,2015,,,"In just 24 lessons of one hour or less, Sams Teach Yourself Windows PowerShell in 24 Hours helps you streamline all facets of Windows administration, supercharging your effectiveness as an IT professional or power user. This book’s straightforward, step-by-step approach shows you how to build and run scripts, extend Windows PowerShell reach,...",True,2015-05-02T00:00:00,May 2015,1,97,150,os
Pearls of Discrete Mathematics,565877,102.85453472,Martin Erickson,CRC Press,2009,,,"An absorbing treatment of the basic principles of discrete mathematics, this book presents methods for solving counting problems and other types of problems that involve discrete structures. Through intriguing examples, problems, theorems, and proofs, the author illustrates the relationship of these structures to algebra, geometry, number...",True,2009-09-16T00:00:00,Sep 2009,1,97,150,os
Discrete Mathematics and Applications,95866902,73.70755872,Kevin Ferland,CRC Press,2017,, (2nd ed.),"Discrete Mathematics and Applications, Second Edition is intended for a one-semester course in discrete mathematics. Such a course is typically taken by mathematics, mathematics education, and computer science majors, usually in their sophomore year. Calculus is not a prerequisite to use this book. Part one focuses on how to write proofs, then...",True,2017-09-19T00:00:00,Sep 2017,1,97,150,os
Extending Puppet,1644012,30.99,Alessandro Franceschi,Packt Publishing,2014,"Design, manage, and deploy your Puppet architecture with the help of real-world scenarios.",,,True,2014-06-24T00:00:00,Jun 2014,1,97,150,os
Puppet 3 Cookbook,1343641,49.99,John Arundel,Packt Publishing,2013,"An essential book if you have responsibility for servers. Real-world examples and code will give you Puppet expertise, allowing more control over servers, cloud computing, and desktops. A time-saving, career-enhancing tutorial",,,True,2013-08-26T00:00:00,Aug 2013,1,97,150,os
Introduction to R for Quantitative Finance,1561443,44.99,Gergely Daróczi,Packt Publishing,2013,"R is a statistical computing language that's ideal for answering quantitative finance questions. This book gives you both theory and practice, all in clear language with stacks of real-world examples. Ideal for R beginners or expert alike.",,,True,2013-11-22T00:00:00,Nov 2013,12,97,150,os
Mastering Embedded Linux Programming,2500042,55.99,Chris Simmonds,Packt Publishing,2015,Harness the power of Linux to create versatile and robust embedded solutions,,,True,2015-12-29T00:00:00,Dec 2015,1,97,150,os
Practical Digital Forensics,2604623,55.99,Richard Boddington,Packt Publishing,2016,"Get started with the art and science of digital forensics with this practical, hands-on guide!",,,True,2016-05-26T00:00:00,May 2016,1,97,150,os
Mastering Ubuntu Server,2653714,55.99,Jay LaCroix,Packt Publishing,2016,Upgrade your Ubuntu skills,,,True,2016-07-27T00:00:00,Jul 2016,1,97,150,os
Linux Device Drivers Development,95894547,49.99,John Madieu,Packt Publishing,2017,Develop customized drivers for embedded Linux,,,True,2017-10-20T00:00:00,Oct 2017,1,97,150,os
"Hands-On Linux Administration on Azure,",209962608,44.99,Kamesh Ganesan,Packt Publishing,2020,"Develop, maintain, and automate applications on the Azure cloud platform",,,True,2020-02-20T00:00:00,Feb 2020,3,97,150,os
"Windows Subsystem for Linux 2 (WSL 2) Tips, Tricks, and Techniques",210147329,39.99,Stuart Leeks,Packt Publishing,2020,Maximise productivity of your Windows 10 development machine with custom workflows and configurations,,,True,2020-10-23T00:00:00,Oct 2020,1,97,150,os
MacBook Pro with MacOS Catalina,209881934,6.99,Scott La Counte,Scott La Counte,2019,Getting Started with MacOS 10.15 for MacBook Pro,,"NOTE: This book is based off of ""MacOS Catalina: Getting Started with MacOS 10.15 for Macbooks and iMacs"" and contains additional content on the MacBook Pros specs. In 2008, Apple released something revolutionary: a notebook so thin it could fit in an envelope! The newest MacBook Pro did something equally revolutionary—it’s nearly as thin and...",True,2019-10-16T00:00:00,Oct 2019,1,97,150,os
Windows XP Timesaving Techniques For Dummies,224957,26.99,Woody Leonhard,Wiley,2005,, (2nd ed.),"Computers were supposed to save us time, but Windows XP users know how often the opposite seems to be true. What if you could get a list of shortcuts that would save you time every single day? Windows XP Timesaving Techniques For Dummies, 2nd Edition...",True,2005-01-28T00:00:00,Jan 2005,2,97,150,os
Mastering Digital Audio Production,290302,43.99,Cliff Truesdell,Wiley,2007,The Professional Music Workflow with Mac OS X,,"This comprehensive guide shows you how to integrate a variety of production tools for the Mac OS X platform into all stages of audio production so that you can create and produce music. From single applications to complete suites, you’ll discover the...",True,2007-06-05T00:00:00,Jun 2007,1,97,150,os
The Symbian OS Architecture Sourcebook,292557,86.99,Ben Morris,Wiley,2007,Design and Evolution of a Mobile Phone OS,,"The current Symbian Press list focuses very much on the small scale features of Symbian OS in a programming context. The Architecture Sourcebook is different. It's not a how-to book, it's a 'what and why' book. And because it names names as it...",True,2007-04-30T00:00:00,Apr 2007,1,97,150,os
Smartphone Operating System Concepts with Symbian OS,292572,65.99,Michael J. Jipping,Wiley,2007,A Tutorial Guide,,Smartphone Operating System Concepts with Symbian OS uses Symbian OS as a vehicle to discuss operating system concepts as they are applied to mobile operating systems.It is this focus that makes this tutorial guide both invaluable and extremely...,True,2007-04-30T00:00:00,Apr 2007,1,97,150,os
Quick Recipes on Symbian OS,366873,66.0,Michael Aubert,Wiley,2008,Mastering C++ Smartphone Development,,"Symbian OS continues to be the top operating system for smartphones across the world, with the number of Symbian OS phones sold now well beyond the 100 million mark. As more and more developers realize the huge opportunities available designing with...",True,2008-07-31T00:00:00,Jul 2008,1,97,150,os
The Mac Hacker's Handbook,427672,59.99,Charlie Miller,Wiley,2009,,,"As more and more vulnerabilities are found in the Mac OS X (Leopard) operating system, security researchers are realizing the importance of developing proof-of-concept exploits for those vulnerabilities. This unique tome is the first book to...",True,2009-03-09T00:00:00,Mar 2009,2,97,150,os
Web Development with the Mac,510229,59.99,Aaron Vegh,Wiley,2010,,,Everything you need to know to create Web sites using your Mac Create and deploy striking Web sites and apps on a Mac for your own business or for clients using the essential techniques in this focused guide. While most Web site how-tos...,True,2010-02-25T00:00:00,Feb 2010,1,97,150,os
Windows 7 For Seniors For Dummies,456096,29.99,Mark Justice Hinton,Wiley,2009,,,"This easy-to-understand guide helps seniors get started with Windows 7! Many seniors use a home computer to stay connected to family and friends. This fun and friendly guide shows how to use Windows 7, the most popular...",True,2009-08-14T00:00:00,Aug 2009,1,97,150,os
Windows 8 Bible,821872,47.99,Jim Boyce,Wiley,2012,, (4th ed.),The first and last word on the feature-packed new Windows 8 Windows 8 is an exciting new version of Microsoft's flagship operating system and it's packed with exciting new features. From the...,True,2012-10-05T00:00:00,Oct 2012,2,97,150,os
OS X Yosemite For Dummies,1818242,35.99,Bob LeVitus,Wiley,2014,,,"Get the most out of the latest version of OS X Updated and revised for the latest OS X release from Apple, OS X Yosemite For Dummies gives you fun, easy-to-understand coverage of the key features and...",True,2014-10-15T00:00:00,Oct 2014,1,97,150,os
macOS Sierra For Dummies,2605403,35.99,Bob LeVitus,Wiley,2016,,,"Your trusted tour guide to macOS Sierra macOS is the engine that runs your Mac, so it's a good idea to know a bit about how it works. Fully updated to cover macOS Sierra, this long-time bestseller is the map you need to...",True,2016-10-12T00:00:00,Oct 2016,1,97,150,os
Windows 10 Anniversary Update Bible,95730205,60.0,Rob Tidrow,Wiley,2017,,,"Your all-inclusive guide to Windows 10 Anniversary Edition Windows 10 Bible, Anniversary Update presents the ultimate reference for enterprise and professional Windows 10 Anniversary Update users....",True,2017-03-15T00:00:00,Mar 2017,3,97,150,os
macOS High Sierra For Dummies,95757185,35.99,Bob LeVitus,Wiley,2017,,,"Work, play, connect, and share with the ultimate tour to macOS 'X' macOS 'X' For Dummies is the ultimate tour guide to the Mac operating system, written by Bob ""Dr. Mac"" LeVitus himself! Whether...",True,2017-10-11T00:00:00,Oct 2017,1,97,150,os
Windows 10 For Dummies,210090911,29.99,Andy Rathbone,Wiley,2020,, (4th ed.),Time-tested advice on Windows 10 Windows 10 For Dummies remains the #1 source for readers looking for advice on Windows 10. Expert author Andy Rathbone provides an easy-to-follow...,True,2020-07-24T00:00:00,Jul 2020,1,97,150,os
Windows Server 2003 Network Administration,443131,39.99,Craig Hunt,O'Reilly Media,2005,Building and Maintaining Problem-Free Windows Networks,,"This book is the Windows Server version of the classic TCP/IP Network Administration . Like the book that inspired it, Windows Server 2003 Network Administration provides an overview of the essential TCP/IP protocols, and explains how to properly manage and configure the services based on these protocols. Any skilled network administrator knows...",True,2007-11-26T00:00:00,Sep 2005,2,97,150,os
Windows 2000 Pro: The Missing Manual,443286,25.99,Sharon Crawford,O'Reilly Media,2000,The Missing Manual,,"Windows 2000 Pro combines the friendly interface of Windows 98 with the famous stability of Windows NT. Windows 2000, the successor to NT, introduces many technologies that weren't available in NT, including Plug-and-Play, support for USB devices, power management features, and more. It's 25% faster than Windows 98 and three times as stable....",True,2008-04-28T00:00:00,Nov 2000,1,97,150,os
Windows XP Hacks,443327,23.99,Preston Gralla,O'Reilly Media,2005,Tips & Tools for Customizing and Optimizing Your OS, (2nd ed.),"A smart collection of insider tips and tricks, Windows XP Hacks , Second Edition covers the XP operating system from start to finish. Among the multitude of topics addressed, this must-have resource includes extensive coverage of hot-button issues such as: security web browsing controlling the control panel removing uninstallable XP components...",True,2005-02-23T00:00:00,Feb 2005,1,97,150,os
Mac OS X Snow Leopard Pocket Guide,536815,13.99,Chris Seibold,O'Reilly Media,2009,The Ultimate Quick Guide to Mac OS X,,"Whether you're new to the Mac or a longtime user, this handy book is the quickest way to get up to speed on Snow Leopard. Packed with concise information in an easy-to-read format, Mac OS X Snow Leopard Pocket Guide covers what you need to know and is an ideal resource for problem-solving on the fly. This book goes right to the heart of Snow...",True,2009-09-09T00:00:00,Sep 2009,1,97,150,os
Linux Multimedia Hacks,540785,23.99,Kyle Rankin,O'Reilly Media,2005,"Tips & Tools for Taming Images, Audio, and Video",,"The fact that Linux has more multimedia application choices than Mac OS X and Windows combined may come as a surprise to many, but not to those who know Linux well. In Linux Multimedia Hacks , author Kyle Rankin showcases the best available multimedia tools so you can maximize the entertainment capabilities of your favorite OS. Included are tips...",True,2005-11-17T00:00:00,Nov 2005,1,97,150,os
.NET Compact Framework Pocket Guide,540797,7.99,Wei-Meng Lee,O'Reilly Media,2004,,,"The rapid proliferation of mobile networks for both public use and private has made connectivity-on-the-go a desirable, if not absolutely essential, condition. Nor is this mobility limited to laptops: everywhere you look, people are downloading email and other information directly to their cell phones and PDAs. For developers, this means an...",True,2006-08-01T00:00:00,May 2004,1,97,150,os
Essential System Administration Pocket Reference,540806,7.99,Æleen Frisch,O'Reilly Media,2002,Commands and File Formats,,"If you're a Unix system administrator, then the information you need every day just to get your job done could fill a book--a very large book. But, practically speaking, you don't want to stop and thumb through a weighty volume each time a problem arises. Your answer is the Essential System Administration Pocket Reference , the only system...",True,2007-11-21T00:00:00,Nov 2002,1,97,150,os
Mac OS X Lion: The Missing Manual,801441,29.99,David Pogue,O'Reilly Media,2011,,,"With Lion, Apple has unleashed the most innovative version of Mac OS X yet—and once again, David Pogue brings his humor and expertise to the #1 bestselling Mac book. Mac OS X 10.7 completely transforms the Mac user interface with multi-touch gestures borrowed from the iPhone and iPad, and includes more than 250 brand-new features. This book...",True,2011-10-19T00:00:00,Oct 2011,1,97,150,os
Windows 8 Hacks,1092489,27.99,Preston Gralla,O'Reilly Media,2012,Tips & Tools for Unlocking the Power of Tablets and Desktops,,"Windows 8 is quite different than previous Microsoft operating systems, but it’s still eminently hackable. With this book, you’ll learn how to make a variety of modifications, from speeding up boot time and disabling the Lock screen to hacking native apps and running Windows 8 on a Mac. And that’s just the beginning. You’ll find more than 100...",True,2012-11-28T00:00:00,Nov 2012,1,97,150,os
"Switching to the Mac: The Missing Manual, Mavericks Edition",1619745,25.99,David Pogue,O'Reilly Media,2014,,,"What makes Windows refugees decide to get a Mac? Enthusiastic friends? The Apple Stores? Great-looking laptops? A ""halo effect"" from the popularity of iPhones and iPads? The absence of viruses and spyware? The freedom to run Windows on a Mac? In any case, there’s never been a better time to switch to OS X—and there’s never been a better, more...",True,2014-02-05T00:00:00,Feb 2014,1,97,150,os
OS X El Capitan: The Missing Manual,2419991,34.99,David Pogue,O'Reilly Media,2015,,,"With El Capitan, Apple brings never-before-seen features to OS X—like a split-screen desktop, improved window controls, and amazing graphics. The new edition of David Pogue's #1 bestselling Mac book shows you how to use key new features such as swiping gestures, Notes, a new Spotlight search system, the Safari pinning feature, and Split View....",True,2015-11-16T00:00:00,Nov 2015,1,97,150,os
macOS Sierra: The Missing Manual,95643768,34.99,David Pogue,O'Reilly Media,2016,The book that should have been in the box,,"With Sierra, Apple brings never-before-seen features to macOS—like Siri voice control, file sharing across all your iOS devices, picture-in-picture mode for iTunes and Safari, and AI photo search. Once again, David Pogue brings his humor and expertise to the #1 bestselling Mac book. Whether you’re a developer or a home-user, this guide offers a...",True,2016-11-30T00:00:00,Nov 2016,1,97,150,os
Linux Essentials for Cybersecurity,96315451,88.46471295,William Rothwell,Pearson Education,2018,,,"ALL YOU NEED TO KNOW TO SECURE LINUX SYSTEMS, NETWORKS, APPLICATIONS, AND DATA–IN ONE BOOK From the basics to advanced techniques: no Linux security experience necessaryRealistic examples &amp; step-by-step activities: practice hands-on without costly equipmentThe perfect introduction to Linux-based security for all students and IT...",True,2018-07-30T00:00:00,Jul 2018,2,97,150,os
Professional Scrum Development with Azure DevOps,210060497,43.54494795,Richard Hundhausen,Pearson Education,2021,,,"Master proven processes for improving development with Scrum and Azure DevOps This guide can help any development team plan, track, and manage work far more effectively, by combining today's leading agile framework (Scrum) and Microsoft's ALM/DevOps toolset (Azure DevOps). Renowned Scrum expert Richard Hundhausen thoroughly covers team...",True,2021-02-15T00:00:00,Feb 2021,1,97,150,os
Mac OS X 10.5 Leopard,317682,27.21048795,Maria Langer,Pearson Education,1753,Visual QuickStart Guide,,"Apple’s next version of its OS, code-named Leopard, will keep Mac users in the forefront of making the most from their computers. Respected, best-selling author Maria Langer takes readers through Mac OS X’s groundbreaking capabilities, including new applications such as Time Machine and Spaces and revamped applications such as Mail,...",True,2007-10-25T00:00:00,Jan 1753,1,97,150,os
