Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Handbook of Digital Innovation,210085571,65.33784,Satish Nambisan,Edward Elgar Publishing,2020,,,"Digital innovations influence every aspect of our lives in this increasingly technological world. Firms that pursue digital innovations must think carefully about how digital technologies shape the nature, process and outcomes of innovation as...",True,2020-07-31T00:00:00,Jul 2020,3,97,150,business
The Big Short: Inside the Doomsday Machine,210097303,17.0,Michael Lewis,W. W. Norton & Company,2011,,,"The #1 New York Times bestseller: ""It is the work of our greatest financial journalist, at the top of his game. And it's essential reading.""—Graydon Carter, Vanity Fair The real story of the crash began in bizarre feeder markets where the sun doesn't shine and the SEC doesn't dare, or bother, to tread: the bond and real estate derivative markets...",True,2011-02-01T00:00:00,Feb 2011,1,97,150,business
Misbehaving: The Making of Behavioral Economics,210096379,22.95,Richard H. Thaler,W. W. Norton & Company,2015,,,"Winner of the Nobel Prize in Economics Get ready to change the way you think about economics. Nobel laureate Richard H. Thaler has spent his career studying the radical notion that the central agents in the economy are humans—predictable, error-prone individuals. Misbehaving is his arresting, frequently hilarious account of the struggle to bring...",True,2015-05-11T00:00:00,May 2015,1,97,150,business
Good Charts,96385699,46.99,Scott Berinato,Harvard Business Review Press,2016,"The HBR Guide to Making Smarter, More Persuasive Data Visualizations",,Datavizthe new language of business A good visualization can communicate the nature and potential impact of information and ideas more powerfully than any other form of communication. For a long time dataviz” was left to specialistsdata scientists and professional designers. No longer. A new generation of tools and massive amounts of available...,True,2016-04-26T00:00:00,Apr 2016,1,97,150,business
Sustainable Entrepreneurship,96358509,19.04325795,Alan S. Gutterman,Business Expert Press,2018,,,"This book traces the foundations for sustainable entrepreneurship, beginning with sustainability, ecopreneurship, and social entrepreneurship. Sustainability has become a multidimensional concept that extends beyond environmental protection to economic development and social equity-in other words, entrepreneurship guided and measured by the...",True,2018-08-30T00:00:00,Aug 2018,1,97,150,business
Cultural Intelligence,209805092,29.82,David C. Thomas,Berrett-Koehler Publishers,2017,Surviving and Thriving in the Global Village, (3rd ed.),"Succeed in Any Culture, in Every Situation In today's global economy, the ability to interact effectively across cultures is a fundamental job requirement for just about everyone. But it's impossible to learn the customs and traits of every single culture. David Thomas and Kerr Inkson present a universal set of techniques and people skills that...",True,2017-03-20T00:00:00,Mar 2017,2,97,150,business
Writing for Business,209598109,11.99,Ellen Jovin,Quercus,2019,"Professionalism, Integrity & Power",,"Build essential skills and write with confidence at work! Immediately practical guide to better business writing designed to help you develop a clear, direct, natural communication style that supports rather than obscures what you want to say. It covers writing principles relevant for a wide range of business documents, including email, letters,...",True,2019-10-29T00:00:00,Oct 2019,1,97,150,business
The Messy Middle,95958848,16.99,Scott Belsky,Penguin Publishing Group,2018,Finding Your Way Through the Hardest and Most Crucial Part of Any Bold Venture,,"NATIONAL BESTSELLERNAMED ONE OF THE MOST INSPIRING BOOKS OF 2018 BY INC.NAMED ONE OF THE BEST STARTUP BOOKS OF ALL TIME BY BOOKAUTHORITY The Messy Middle is the indispensable guide to navigating the volatility of new ventures and leading bold creative projects by Scott Belsky, bestselling author, entrepreneur, Chief Product...",True,2018-10-02T00:00:00,Oct 2018,1,97,150,business
Trend Following,95532088,54.0,Michael W. Covel,Wiley,2017,"How to Make a Fortune in Bull, Bear, and Black Swan Markets", (5th ed.),"Want to take the financial journey to a new investing philosophy that might very well affect the rest of your moneymaking life? No one can guarantee the yellow brick road, but Michael Covel promises the red pill will leave you...",True,2017-04-05T00:00:00,Apr 2017,2,97,150,business
Agile Project Management For Dummies,210112826,37.99,Mark C. Layton,Wiley,2020,, (3rd ed.),This updated edition shows you how to use the agile project management framework for success! Learn how to apply agile concepts to your projects. This fully updated book covers changes to agile approaches and new information related to the methods...,True,2020-09-01T00:00:00,Sep 2020,3,97,150,business
Coach Wooden's Leadership Game Plan for Success: 12 Lessons for Extraordinary Performance and Personal Excellence,452060,42.8779575,John Wooden,McGraw Hill LLC,2009,,,“Each member of your team has the potential for personal greatness; the leader’s job is to help them achieve it.” —JOHN WOODEN Coach Wooden’s Leadership Game Plan for Success presents a unique opportunity to study under the man ESPN hails as “the greatest coach of the 20th century.” Practicing character-based leadership before the term was...,True,2009-04-04T00:00:00,Mar 2009,2,97,150,business
Supply Chain Management Demystified,1119212,30.6271125,John M. McKeller,McGraw Hill LLC,2014,,,"Your SOURCE for supply chain management fundamentals Optimize your understanding of the essential supply chain management practices used by the best firms to gain competitive advantage. Written in an easy-to-follow style, Supply Chain Management DeMYSTiFieD is filled with best practices and proven techniques for success. This practical guide...",True,2014-03-08T00:00:00,Mar 2014,1,97,150,business
Lean Customer Development,95853108,26.99,Cindy Alvarez,O'Reilly Media,2017,Building Products Your Customers Will Buy,,How do you develop products that people will actually use and buy? This practical guide shows you how to validate product and company ideas through customer development research—before you waste months and millions on a product or service that no one needs or wants. With a combination of open-ended interviewing and fast and flexible research...,True,2017-08-30T00:00:00,Aug 2017,1,97,150,business
UX for Lean Startups,209557356,38.99,Laura Klein,O'Reilly Media,2018,"Faster, Smarter User Experience Research and Design",,"p>Great user experiences (UX) are essential for products today, but designing one can be a lengthy and expensive process. With this practical, hands-on book, you’ll learn how to do it faster and smarter using Lean UX techniques. UX expert Laura Klein shows you what it takes to gather valuable input from customers, build something they’ll truly...",True,2018-12-18T00:00:00,Nov 2018,1,97,150,business
Finance and Financial Intermediation,209648004,47.13237472,Harold L. Cole,Oxford University Press,2019,"A Modern Treatment of Money, Credit, and Banking",,"The financial system is a densely interconnected network of financial intermediaries, facilitators, and markets that serves three major purposes: allocating capital, sharing risks, and facilitating intertemporal trade. Finance and Financial Intermediation provides a broad overview of the financial system and assets pricing, covering history,...",True,2019-03-29T00:00:00,Mar 2019,1,97,150,business
Helping People Win at Work,432091,36.73892295,Garry Ridge,Pearson Education,2009,"A Business Philosophy Called ""Don't Mark My Paper, Help Me Get an A""",,"Ken Blanchard’s Leading at a Higher Level techniques are inspiring thousands of leaders to build high-performing organizations that make life better for everyone. Now, in Helping People Win at Work, Blanchard and WD-40 Company leader Garry Ridge reveal how WD-40 has used Blanchard’s techniques of Partnering for Performance with every...",True,2009-04-14T00:00:00,Apr 2009,2,97,150,business
Legal and Taxation Aspects of Your Small Business,1139327,40.0,Ian Birt,Allen & Unwin,2013,, (4th ed.),"If you&#39;re running a small business, you need to be on top of accounting and legal basics yourself if you want to be successful. This practical guide provides all the information you need to get the most out of your accountant and stay out of trouble.",True,2013-03-01T00:00:00,Mar 2013,1,97,150,business
How to Get Published in the Best Marketing Journals,209900282,54.3937518,David W. Stewart,Edward Elgar Publishing,2019,,,"This essential guide, edited by experienced journal editors, is the definitive sourcebook for prospective authors who are seeking direction and advice about developing academic papers in marketing that will have a high probability of publication...",True,2019-11-08T00:00:00,Nov 2019,2,97,150,business
Reflections on the Great Depression,472043,71.8171758,Randall E. Parker,Edward Elgar Publishing,2002,,,It is an accepted truism that the Great Depression did more for the development of modern economics than any other single event. Some of the greatest economists of the twentieth century were inspired to go into the field as a direct result of...,True,2002-03-27T00:00:00,Mar 2002,1,97,150,business
Handbook on the Economics of Retailing and Distribution,2519966,88.478325,Emek Basker,Edward Elgar Publishing,2016,,,"This is an impressive volume that brings together top researchers working on the economics of retailing and distribution. The content ranges from rich descriptive analyses of the key aspects of technical change driving the industry, to technical...",True,2016-01-29T00:00:00,Jan 2016,1,97,150,business
How to Get Published in the Best Management Journals,209938954,57.6606438,Mike Wright,Edward Elgar Publishing,2020,, (2nd ed.),"This expanded second edition of a classic career guide offers fascinating insight into the publishing environment for the management discipline, drawing on a wealth of knowledge and experiences from leading scholars and top-level journal editors....",True,2020-01-10T00:00:00,Jan 2020,3,97,150,business
Fintech and the Remaking of Financial Institutions,96195380,122.44038975,John Hill,Elsevier Science,2018,,,"FinTech and the Remaking of Financial Institutions explores the transformative potential of new entrants and innovations on business models. In its survey and analysis of FinTech, the book addresses current and future states of money and banking. It provides broad contexts for understanding financial services, products, technology,...",True,2018-05-17T00:00:00,May 2018,1,97,150,business
The Big Nine,138547640,16.99,Amy Webb,PublicAffairs,2019,How the Tech Titans and Their Thinking Machines Could Warp Humanity,,"A call-to-arms about the broken nature of artificial intelligence, and the powerful corporations that are turning the human-machine relationship on its head. We like to think that we are in control of the future of ""artificial"" intelligence. The reality, though, is that we -- the everyday people whose data powers AI -- aren't actually in control...",True,2019-03-05T00:00:00,Mar 2019,1,97,150,business
The Secret,209804603,25.7,Ken Blanchard,Berrett-Koehler Publishers,2014,What Great Leaders Know and Do, (3rd ed.),"In this third edition, bestselling authors Ken Blanchard and Mark Miller answer the question most leaders ask at some point in their career: What do I need to do to be a great leader? The secret may surprise you.",True,2014-09-02T00:00:00,Sep 2014,2,97,150,business
Summary of High Output Management,209843466,5.99,"Summaries, Instaread,","Instaread, Inc",2016,by Andrew S. Grove| Includes Analysis,,"Summary of High Output Management by Andrew S. Grove| Includes Analysis Preview: First published in 1983, High Output Management by Andrew Grove is a management guide based on Grove’s 15 years of managerial experience and knowledge as a co-founder, president, and chief executive of Intel. As Grove emphasizes in a new introduction to the book,...",True,2016-05-11T00:00:00,May 2016,1,97,150,business
An Economic History of Twentieth-Century Europe,2682281,53.9867759,Ivan T. Berend,Cambridge University Press,2016,Economic Regimes from Laissez-Faire to Globalization, (2nd ed.),A revised and updated edition of the leading overview of economic regimes and economic performance in twentieth-century Europe.,True,2016-09-22T00:00:00,Sep 2016,1,97,150,business
Scaling Leadership,209594310,32.0,Robert J. Anderson,Wiley,2019,Building Organizational Capability and Capacity to Create Outcomes that Matter Most,,"Transform Your Organization by Scaling Leadership How do senior leaders, in their own words, describe the most effective leaders—the ones that get results, grow the business, enhance the culture and...",True,2019-01-23T00:00:00,Jan 2019,3,97,150,business
Alpha Trading,698884,101.0,Perry J. Kaufman,Wiley,2011,Profitable Strategies That Remove Directional Risk,,"From a leading trading systems developer, how to make profitable trades when there are no obvious trends How does a trader find alpha when markets make no sense, when price shocks cause diversification to fail, and when it seems...",True,2011-02-04T00:00:00,Feb 2011,1,97,150,business
Strong Towns,209794778,31.0,Charles L. Marohn,Wiley,2019,A Bottom-Up Revolution to Rebuild American Prosperity,,A new way forward for sustainable quality of life in cities of all sizes Strong Towns: A Bottom-Up Revolution to Build American Prosperity is a book of forward-thinking ideas that...,True,2019-09-25T00:00:00,Sep 2019,1,97,150,business
Oversubscribed,209963358,29.99,Daniel Priestley,Wiley,2020,How To Get People Lining Up To Do Business With You, (2nd ed.),Learn how to get your business oversubscribed in a crowded marketplace to make your business stand out and get people lining up to do business with you Are you constantly chasing customers? Why does it seem like some businesses have their customers begging to purchase their goods or...,True,2020-02-24T00:00:00,Feb 2020,1,97,150,business
Quantitative Investment Analysis,210117804,131.99,CFA Institute,Wiley,2020,, (4th ed.),"Whether you are a novice investor or an experienced practitioner, Quantitative Investment Analysis, 4th Edition has something for you. Part of the CFA Institute Investment Series, this authoritative guide is relevant the world over and will...",True,2020-09-07T00:00:00,Sep 2020,1,97,150,business
The Swordless Samurai,1216253,12.99,Kitami Masao,St. Martin's Publishing Group,2013,Leadership Wisdom of Japan's Sixteenth-Century Legend---Toyotomi Hideyoshi,,"It was the Age of Wars, a time of endless chaos and bloodshed, when the only law was the law of the sword, and a peasant boy named Hideyoshi dreamed of becoming a samurai. He lacked size and strength and well as social status. To realize his ambition, he had to rely on wits alone. A keen student of human nature, he learned to outthink and...",True,2013-07-02T00:00:00,Jul 2013,2,97,150,business
Technical Analysis Explained,1057078,73.4506218,Martin J. Pring,McGraw Hill LLC,2002,The Successful Investor's Guide to Spotting Investment Trends and Turning Points, (4th ed.),"Recommended for professional certification by the Market Technician's Association The Original­­and Still Number One­­Technical Analysis Answer Book Technical Analysis Explained, 4th Edition, is today's best resource for making smarter, more informed investment decisions. This straight-talking guidebook details how individual investors can...",True,2002-03-13T00:00:00,Mar 2002,1,97,150,business
McGraw-Hill's Proofreading Handbook,1605435,19.601352,Laura Killen Anderson,McGraw Hill LLC,2005,, (2nd ed.),"Expert advice to perfect your proofreading skills McGraw-Hill’s Proofreading Handbook helps ensure that your documents are letter-perfect, every time. Veteran editor and proofreader Laura Anderson arms you with all the tools of the proofreader’s trade and walks you step-by-step through the entire proofreading process.",True,2005-10-31T00:00:00,Oct 2005,1,97,150,business
"Homeland Security, Third Edition: A Complete Guide",209642289,116.3830275,Mark Sauter,McGraw Hill LLC,2019,, (3rd ed.),"The definitive guide to the homeland security enterprise―updated with critical changes in missions, tactics, and strategies International terrorists and rogue nations continue to threaten U.S. citizens, while domestic extremist groups seek to attack the American way of life and hackers take advantage of the Internet to inflict new types of havoc...",True,2019-04-12T00:00:00,Apr 2019,2,97,150,business
Mastering Collaboration,209630690,49.99,Gretchen Anderson,O'Reilly Media,2019,Make Working Together Less Painful and More Productive,,"Collaboration is key for organizations in the 21st century, yet few business people have been trained to teach this skill. How do you advance ideas in a collaborative way and then communicate them throughout your company? In this practical book, author Gretchen Anderson shows you how to generate ideas with others while gaining buy-in from all...",True,2019-03-04T00:00:00,Mar 2019,1,97,150,business
Handbook of Research Methods on Creativity,210085567,63.1054638,Viktor Dörfler,Edward Elgar Publishing,2020,,,"This Handbook offers an insightful journey through the landscape of research methods used to study the phenomenon of creativity, addressing the maturation of creativity research and its methodological approaches. Offering a methodological panorama...",True,2020-07-31T00:00:00,Jul 2020,2,97,150,business
The World That Trade Created,95868231,80.56567072,Kenneth Pomeranz,Taylor & Francis,2017,"Society, Culture, and the World Economy, 1400 to the Present", (4th ed.),"Covering over seven hundred years of history, this book, now in its fourth edition, takes the reader around the world from the history of the opium trade to pirates, to the building of corporations and migration to the New World. It includes ten new essays, on topics ranging from the early modern ivory and slave trades across the Indian Ocean,...",True,2017-09-22T00:00:00,Sep 2017,2,97,150,business
The Fundamentals of Fashion Management,210061919,53.95,Susan Dillon,Bloomsbury Publishing,2018,,,"The Fundamentals of Fashion Management provides an in-depth look at the changing face of today's fiercely competitive fashion industry. Providing invaluable behind-the-scenes insights into the roles and processes of the industry, this book combines creative and business approaches for all those seeking to gain a solid understanding of what it...",True,2018-10-04T00:00:00,Oct 2018,1,97,150,business
How to Deal with Stress,1131618,22.27171872,Stephen Palmer,Kogan Page,2013,, (3rd ed.),"How to Deal with Stress, 3rd edition , takes a psychological approach to stress, enabling you to build your own plan, gain control and improve your well-being.",True,2013-03-03T00:00:00,Mar 2013,2,97,150,business
Mastering the Supply Chain,209614817,68.56397472,Ed Weenk,Kogan Page,2019,"Principles, Practice and Real-Life Applications",,"Learn about supply chain management and its many challenges, with this introductory book which puts readers at the heart of a life-like, real company situation.",True,2019-03-03T00:00:00,Mar 2019,1,97,150,business
Neuroscience for Organizational Change,209722298,56.56227872,Hilary Scarlett,Kogan Page,2019,An Evidence-based Practical Guide to Managing Change, (2nd ed.),"Draw on evidence from neuroscience to help ensure effective and successful organizational change by improving employee engagement, productivity and resilience.",True,2019-07-03T00:00:00,Jul 2019,1,97,150,business
The Retail Revolution,632283,12.99,Nelson Lichtenstein,Henry Holt and Co.,2009,How Wal-Mart Created a Brave New World of Business,,"The definitive account of how a small Ozarks company upended the world of business and what that change means Wal-Mart, the world's largest company, roared out of the rural South to change the way business is done. Deploying computer-age technology, Reagan-era politics, and Protestant evangelism, Sam Walton's firm became a byword for cheap goods...",True,2009-07-21T00:00:00,Jul 2009,1,97,150,business
AQA A-level Business (Surridge and Gillespie),209778891,75.439232,Malcolm Surridge,Hodder Education,2019,,,"Surridge and Gillespie's bestselling AQA textbooks brought together in one updated volume covering the whole of AQA A-level Business. - This textbook's content matches the specification in Surridge and Gillespie's accessible style - Engages students with updated case studies of real companies, helping students see how business concepts and...",True,2019-08-30T00:00:00,Aug 2019,2,97,150,business
A Practical Guide to Ethics in Public Relations,95930682,53.5,Regina Luttrell,Rowman & Littlefield Publishers,2018,,,"A Practical Guide to Ethics in Public Relations is brimming with case studies, practitioner advice, practical ethical dilemmas and popular culture references to help students better understand and engage with the inevitable ethical dilemmas that arise in marketing communication.",True,2018-02-09T00:00:00,Feb 2018,2,97,150,business
Museum Registration Methods,210027386,129.0,John E. Simmons,Rowman & Littlefield Publishers,2020,, (6th ed.),"The sixth edition of Museum Registration Methods is a comprehensive guide to registration and collections management of museum collections, from acquisition, use, and deaccessioning.",True,2020-06-22T00:00:00,Jun 2020,2,97,150,business
Invent and Wander,210056741,36.99,Jeff Bezos,Harvard Business Review Press,2020,"The Collected Writings of Jeff Bezos, With an Introduction by Walter Isaacson",,"In Jeff Bezos's own words, the core principles and philosophy that have guided him in creating, building, and leading Amazon and Blue Origin. In this collection of Jeff Bezos's writings&#8212his unique and strikingly original annual shareholder letters, plus numerous speeches and interviews that provide insight into his background, his work, and...",True,2020-11-17T00:00:00,Nov 2020,2,97,150,business
The Heart of Change,96385587,41.99,John P. Kotter,Harvard Business Review Press,2012,Real-Life Stories of How People Change Their Organizations,,"Moving beyond the process of change Why is change so hard? Because in order to make any transformation successful, you must change more than just the structure and operations of an organizationyou need to change people’s behavior . And that is never easy. The Heart of Change is your guide to helping people think and feel differently in order to...",True,2012-10-23T00:00:00,Oct 2012,2,97,150,business
Lectures on Urban Economics,210069463,59.99,Jan K. Brueckner,MIT Press,2011,,,"A rigorous but nontechnical treatment of major topics in urban economics.Lectures on Urban Economics offers a rigorous but nontechnical treatment of major topics in urban economics. To make the book accessible to a broad range of readers, the analysis is diagrammatic rather than mathematical. Although nontechnical, the book relies on...",True,2011-09-09T00:00:00,Sep 2011,1,97,150,business
Business Made Simple,209976120,10.99,Donald Miller,HarperCollins Leadership,2021,"60 Days to Master Leadership, Sales, Marketing, Execution, Management, Personal Productivity and More",,"It’s hard to be successful without a clear understanding of how business works. These 60 daily readings from New York Times bestselling author Donald Miller focus on the tangible skills it takes to offer extreme value to your organization while building your company, your career, and your legacy.",True,2021-01-19T00:00:00,Jan 2021,1,97,150,business
Doing Digital,209985701,27.41530272,Chris Skinner,Marshall Cavendish,2020,Lessons from Leaders,,"There has been lots of discussion of digital and open banking, banking-as-a-service, banking platforms, FinTech and TechFin and more over the past decade. This all indicates that we are in a decade of rapid cycle change that presents huge challenges and huge opportunities. Billion dollar unicorns appear rapidly, whilst internet giants achieve...",True,2020-04-02T00:00:00,Mar 2020,1,97,150,business
Practical Data Migration,210137656,64.65816785,Johny Morris,BCS Learning & Development Limited,2020,, (3rd ed.),This book is for executives and practitioners tasked with the movement of data from old systems to a new repository. It uses a series of steps guaranteed to get the reader from an empty new system to one that is working and backed by the user population. Using this proven methodology will vastly increase the chances of a successful migration.,True,2020-10-12T00:00:00,Oct 2020,1,97,150,business
The Only Sales Guide You'll Ever Need,2666123,19.99,Anthony Iannarino,Penguin Publishing Group,2016,,,"The USA Today bestseller by the star sales speaker and author of The Sales Blog that reveals how all salespeople can attain huge sales success through strategies backed by extensive research and experience. Anthony Iannarino never set out to become a salesman, let alone a sales manager, speaker, coach, or writer of the most...",True,2016-10-11T00:00:00,Oct 2016,2,97,150,business
Out of Poverty,1658625,35.43824675,Benjamin Powell,Cambridge University Press,2014,Sweatshops in the Global Economy,,This book explores how sweatshops provide the best opportunity to workers and the role they play in the process of development.,True,2014-03-10T00:00:00,Mar 2014,1,97,150,business
A Course on Cooperative Game Theory,2083585,47.62856295,Satya R. Chakravarty,Cambridge University Press,2014,,,This book deals with situations where objectives of participants of the game are partially cooperative and partially conflicting.,True,2014-10-17T00:00:00,Oct 2014,3,97,150,business
The New World Economy: A Beginner's Guide,209753938,13.99,Randy Charles Epping,Knopf Doubleday Publishing Group,2020,,,What is blockchain? What is Bitcoin? How can central banks be instrumental in guiding a nation's economy? What are the underlying causes of trade deficits? Do trade wars actually help the domestic economy? How has the behavior of millennials and Generation Z affected the global economy? Find out all this and more in this definitive...,True,2020-01-21T00:00:00,Jan 2020,1,97,150,business
The World for Sale,210236740,14.95964295,Javier Blas,Oxford University Press,2021,"Money, Power, and the Traders Who Barter the Earth's Resources",,"The World for Sale tells the story of the modern-day commodity traders, largely unknown to the public. Commodity traders are the last swashbucklers of global capitalism: willing to do businesses where other companies don't dare set foot, thriving through a mixture of ruthlessness and personal charm - and often shaping global politics, from Cuba...",True,2021-02-01T00:00:00,Feb 2021,2,97,150,business
"Future of Marketing, The",2063838,40.82253795,Nicholas Johnson,Pearson Education,2015,"Strategies from 15 Leading Brands on How Authenticity, Relevance, and Transparency Will Help You Survive the Age of the Customer",,"Reinvent marketing for your radically new environment: smarter, faster, more agile, more customer-driven! In this ""by marketers, for marketers"" primer, Nicholas Johnson offers evidence-based guidance for transforming what you do, and how you do it. &nbsp; The Future of Marketing shows how to anticipate and respond to relentless...",True,2015-05-20T00:00:00,May 2015,1,97,150,business
Winning at the Acquisition Game,210104262,55.70501472,Timothy Galpin,OUP Oxford,2020,"Tools, Templates, and Best Practices Across the M&A Process",,"In an era of digital transformation, disruptive innovation, transient competitive advantage, and industry convergence, mergers and acquisitions have become more complex than ever. Through an actionable end-to-end process model this book presents practical knowledge and tools to help readers successfully complete each stage of the M&A process.",True,2020-08-18T00:00:00,Aug 2020,1,97,150,business
"Handbook of Research Methods in Diversity Management, Equality and Inclusion at Work",96329958,78.3509598,Lize A.E. Booysen,Edward Elgar Publishing,2018,,,"Equality, diversity and inclusion (EDI) have become features of organizations as a result of both legal and societal advances as well as neoliberal economic reasoning and considerations. While current research approaches frequently fall short of...",True,2018-08-31T00:00:00,Aug 2018,3,97,150,business
Handbook on Resilience of Socio-Technical Systems,209592594,88.478325,Matthias Ruth,Edward Elgar Publishing,2019,,,Improving the resilience of social systems is a goal increasingly adopted in our modern world. This unique and comprehensive Handbook focuses on the interdependencies of these social systems and the technologies that support them. It explores the...,True,2019-01-25T00:00:00,Jan 2019,2,97,150,business
Productivity Perspectives,209993693,60.9275358,Philip McCann,Edward Elgar Publishing,2020,,,"&lt;i&gt;Productivity Perspectives&lt;/i&gt; offers a timely and stimulating social science view on the productivity debate, drawing on the work of the ESRC funded Productivity Insights Network. The book examines the drivers and inhibitors of UK productivity growth in the light of international evidence, and the resulting dramatic...",True,2020-03-04T00:00:00,Mar 2020,2,97,150,business
Annals of Entrepreneurship Education and Pedagogy – 2021,210218528,65.33784,Charles H. Matthews,Edward Elgar Publishing,2021,,,"If you are looking for the intersection of past practices, current thinking, and future insights into the ever-expanding world of entrepreneurship education, then you will want to read and explore the fourth edition of the Annals of...",True,2021-01-08T00:00:00,Jan 2021,2,97,150,business
Sustainability Principles and Practice,210176787,73.70755872,Margaret Robertson,Taylor & Francis,2021,, (3rd ed.),"Sustainability Principles and Practice gives an accessible and comprehensive overview of the interdisciplinary field of sustainability. The coverage in this edition has been expanded to include issues, solutions, and new case studies from around the world, including Europe, Asia, and the Global South.",True,2021-02-09T00:00:00,Feb 2021,1,97,150,business
Global Corporate Finance: A Focused Approach (Third Edition),209929670,53.086995,Kenneth A Kim,World Scientific Publishing Company,2019,, (3rd ed.),"Global Corporate Finance, 3rd edition written by a son-father team, introduces students and practitioners to principles essential to the understanding of global financial problems and the policies that global business managers contend with. The objective of this book is to equip current and future business leaders with the tools they need to...",True,2019-11-28T00:00:00,Nov 2019,2,97,150,business
10% Less Democracy,209822942,34.030125,Garett Jones,Stanford University Press,2020,Why You Should Trust Elites a Little More and the Masses a Little Less,,"Democracy is a matter of degree, and this book offers mainstream empirical evidence that shows how rich democracies would be better off with a few degrees less of it.",True,2020-02-04T00:00:00,Feb 2020,1,97,150,business
3-d Negotiation,96385583,45.99,David A. Lax,Harvard Business Review Press,2006,Powerful Tools to Change the Game in Your Most Important Deals,,"When discussing being stuck in a ""win-win vs. win-lose"" debate, most negotiation books focus on face-to-face tactics. Yet, table tactics are only the ""first dimension"" of David A. Lax and James K. Sebenius' pathbreaking 3-D Negotiation (TM) approach, developed from their decades of doing deals and analyzing great dealmakers. Moves in their...",True,2006-08-24T00:00:00,Aug 2006,2,97,150,business
The Age of Influence,209721696,9.99,Neal Schaffer,HarperCollins Leadership,2020,The Power of Influencers to Elevate Your Brand,,"If today’s brands want to succeed, they have to be in the conversation, and influencers make that happen. The Age of Influence is an essential guide for marketing professionals and business owners who want to create and implement a highly effective and sustainable influencer marketing plan.",True,2020-03-17T00:00:00,Mar 2020,1,97,150,business
People Powered,209640652,12.99,Jono Bacon,HarperCollins Leadership,2019,"How Communities Can Supercharge Your Business, Brand, and Teams",,"Harness the power of communities, both inside and outside of your organization, to drive value and revenue, activate your employees’ and customers’ talents, and create a highly engaged, loyal customer base.",True,2019-11-12T00:00:00,Nov 2019,2,97,150,business
Marketing (The Brian Tracy Success Library),96160336,3.99,Brian Tracy,AMACOM,2014,,,"Find your company’s niche in the marketplace when you discover what your customers want, need, and can afford--and then give it to them!",True,2014-06-11T00:00:00,Jun 2014,1,97,150,business
Working Globesmart,2640937,20.99,Ernest Gundling,Quercus,2003,12 People Skills for Doing Business Across Borders,,Your guide to global citizenship for 21st-century success Taking a new assignment in your company's foreign office? Meeting a business associate from another country? Videoconferencing with a group of global co-workers? Negotiating a project deadline with the foreign software engineer across the hall? Learn how to apply a new set of cultural...,True,2003-07-16T00:00:00,Jul 2003,1,97,150,business
Leading with Vision,95726883,19.99,Bonnie Hagemann,Quercus,2017,The Leader's Blueprint for Creating a Compelling Vision and Engaging the Workforce,,"What does it mean to lead with vision? From LinkedIn Learning Expert, Bonnie Hagemann comes the first book devoted entirely to vision as a key leadership principle. Hagemann and her co-authors delve deeply into the notion that a compelling vision that motivates and inspires is a differentiator for organizations that want to hire and retain...",True,2017-05-16T00:00:00,May 2017,3,97,150,business
Silva Ultramind Systems ESP for Business Success,209556922,16.3072359,Jose Silva Jr.,G&D Media,2019,"Use Intuition to: Solve Problems, Create Solutions, Earn More Money",,Silva Ultramind Systems ESP for Business Success gives you the winning mindset you need to succeed.,True,2019-01-16T00:00:00,Jan 2019,3,97,150,business
How to Open & Operate a Financially Successful Private Investigation Business,2171879,31.95,Michael Cavallaro,Atlantic Publishing Group,2011,,,"With a massive upside and potential for growth, the private investigation industry has been booming for years. Self-employment opportunities are up and private investigation in particular is up by more than 16% according to the IRS statistics on small businesses. You will learn everything you need to know about working in the private...",True,2011-01-30T00:00:00,Jan 2011,1,97,150,business
The JOLT Effect,210438409,18.99,Matthew Dixon,Penguin Publishing Group,2022,How High Performers Overcome Customer Indecision,,"From the bestselling co-author of The Challenger Sale, a paradigm-shattering approach to overcoming customer indecision and closing more salesIn sales, the worst thing you can hear from a customer isn’t “no.” It’s “I need to think about it.” When this happens, deeply entrenched business advice says...",True,2022-09-20T00:00:00,Sep 2022,2,97,150,business
Good Arguments,210396182,13.99,Bo Seo,Penguin Publishing Group,2022,How Debate Teaches Us to Listen and Be Heard,,"“The rare book that has the potential to make you smarter—and everyone around you wiser.” —Adam Grant Two-time world champion debater and former coach of the Harvard debate team, Bo Seo tells the inspiring story of his life in competitive debating and reveals the timeless secrets of effective...",True,2022-06-07T00:00:00,Jun 2022,1,97,150,business
The Practice of Groundedness,210179689,16.99,Brad Stulberg,Penguin Publishing Group,2021,A Transformative Path to Success That Feeds--Not Crushes--Your Soul,,"Join thousands of readers and learn about a powerful antidote to today’s epidemic of burnout---and a path to achieving success with deeper satisfaction--from the bestselling author of Peak Performance ""A thoughtful, actionable book for pursuing more excellence with less angst."" --Adam Grant, author of Think AgainPlaying...",True,2021-09-07T00:00:00,Sep 2021,1,97,150,business
How Adam Smith Can Change Your Life,1640800,14.99,Russ Roberts,Penguin Publishing Group,2014,An Unexpected Guide to Human Nature and Happiness,,"A forgotten book by one of history's greatest thinkers reveals the surprising connections between happiness, virtue, fame, and fortune.Adam Smith may have become the patron saint of capitalism after he penned his most famous work, The Wealth of Nations. But few people know that when it came to the behavior of individuals—the...",True,2014-10-09T00:00:00,Oct 2014,1,97,150,business
