Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
The CAD Guidebook,215974,377.19616,Stephen J. Schoonmaker,CRC Press,2002,A Basic Manual for Understanding and Improving Computer-Aided Design,,"Covering how to implement, execute, adjust, and administer CAD systems, The CAD Guidebook presents fundamental principles and theories in the function, application, management, and design of 2- and 3-D CAD systems. It illustrates troubleshooting procedures and control techniques for enhanced system operation and development and includes an...",True,2002-11-05T00:00:00,Jan 2002,1,97,150,comp_eng
Domain-Specific Processors,216121,69.19107,Shuvra S. Bhattacharyya,CRC Press,2003,"Systems, Architectures, Modeling, and Simulation",,"Ranging from low-level application and architecture optimizations to high-level modeling and exploration concerns, this authoritative reference compiles essential research on various levels of abstraction appearing in embedded systems and software design. It promotes platform-based design for improved system implementation and modeling and enhanced",True,2003-11-11T00:00:00,Jan 2003,3,97,150,comp_eng
Advanced Error Control Techniques for Data Storage Systems,262077,83.99472672,Erozan M. Kurtas,CRC Press,2018,,,"With the massive amount of data produced and stored each year, reliable storage and retrieval of information is more crucial than ever. Robust coding and decoding techniques are critical for correcting errors and maintaining data integrity. Comprising chapters thoughtfully selected from the highly popular Coding and Signal Processing for...",True,2018-10-03T00:00:00,Oct 2018,2,97,150,comp_eng
Deadlock Resolution in Computer-Integrated Systems,263091,351.47824,MengChu Zhou,CRC Press,2018,,,"Deadlock Resolution in Computer-Integrated Systems is the first text to summarize and comprehensively treat this issue in a systematic manner. Consisting of contributions from prominent researchers in the field, this book addresses deadlock-free models and scheduling, detection and recovery methods, the formulation of dynamic control policies,...",True,2018-10-08T00:00:00,Oct 2018,2,97,150,comp_eng
Neurocomputing for Design Automation,283685,71.99303072,Hyo Seon Park,CRC Press,2018,,,"This work introduces automation and optimization methodologies for the design of complex engineering systems using neural network computing. The book presents new computational models and standards, including applications for steel highrise building structures. Three computing paradigms are covered: mathematical optimization, neural network...",True,2018-10-08T00:00:00,Oct 2018,1,97,150,comp_eng
Parallel System Interconnections and Communications,264126,351.47824,Miltos D. Grammatikakis,CRC Press,2018,,,"This introduction to networking large scale parallel computer systems acts as a primary resource for a wide readership, including network systems engineers, electronics engineers, systems designers, computer scientists involved in systems design and implementation of parallel algorithms development, graduate students in systems architecture,...",True,2018-10-08T00:00:00,Oct 2018,3,97,150,comp_eng
Performance Evaluation and Benchmarking,264143,102.85453472,Lizy Kurian John,CRC Press,2018,,,"Computer and microprocessor architectures are advancing at an astounding pace. However, increasing demands on performance coupled with a wide variety of specialized operating environments act to slow this pace by complicating the performance evaluation process. Carefully balancing efficiency and accuracy is key to avoid slowdowns, and such a...",True,2018-10-03T00:00:00,Oct 2018,2,97,150,comp_eng
Autonomic Computing,285933,83.99472672,Manish Parashar,CRC Press,2018,"Concepts, Infrastructure, and Applications",,"Autonomic computing systems mimic the human autonomic nervous system to realize a set of ""self-*"" properties, including self-configuration, self-healing, self-optimization, and self-protection. This book begins by introducing the concepts and requirements of autonomic computing and exploring the architectures required to implement such a system....",True,2018-10-03T00:00:00,Oct 2018,2,97,150,comp_eng
The Transform and Data Compression Handbook,264637,351.47824,Kamisetty Ramam Rao,CRC Press,2018,,,"Data compression is one of the primary contributing factors to the explosive growth in information technology. The authors of The Transform and Data Compression Handbook describe various discrete transforms and their applications in different disciplines, particularly in communications, image processing, and image and data storage. Along with...",True,2018-10-03T00:00:00,Oct 2018,2,97,150,comp_eng
What Every Engineer Should Know About Developing Real-Time Embedded Products,313443,89.13831072,Kim R. Fowler,CRC Press,2007,,,"Developing real-time embedded products requires understanding the interaction between different disciplines, such as circuit design, power, cooling, packaging, software, and the human interface. This book provides the knowledge and insight needed to evaluate self-contained embedded systems and to understand the interactions between subsystems....",True,2007-10-24T00:00:00,Oct 2007,1,97,150,comp_eng
Digital Systems and Applications,321859,83.99472672,Vojin G. Oklobdzija,CRC Press,2017,,,"After nearly six years as the field's leading reference, the second edition of the award-winning Computer Engineering Handbook reemerges with completely updated content and a brand new format. Part of this monumental revision, Digital Systems and Applications surveys the latest advances in computer system technologies and the applications that...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
The Compiler Design Handbook,332763,351.47824,Y.N. Srikant,CRC Press,2018,"Optimizations and Machine Code Generation, Second Edition", (2nd ed.),"Current computer architectures pose challenges that exceed the capabilities of traditional compilation techniques. Presenting the latest information on optimizations and code generation, The Compiler Design Handbook, Second Edition features 14 new chapters that cover such topics as just-in-time compilation, energy aware compiler optimizations,...",True,2018-10-03T00:00:00,Oct 2018,2,97,150,comp_eng
Graph Theory and Interconnection Networks,359962,71.99303072,Lih-Hsing Hsu,CRC Press,2008,,,The advancement of large scale integrated circuit technology has enabled the construction of complex interconnection networks. Graph theory provides a fundamental tool for designing and analyzing such networks. Graph Theory and Interconnection Networks provides a thorough understanding of these interrelated topics. After a brief introduction to gra,True,2008-09-26T00:00:00,Sep 2008,2,97,150,comp_eng
Microcontrollers,427096,83.99472672,Fernando E. Valdes-Perez,CRC Press,2017,Fundamentals and Applications with PIC,,"Microcontrollers exist in a wide variety of models with varying structures and numerous application opportunities. Despite this diversity, it is possible to find consistencies in the architecture of most microcontrollers. Microcontrollers: Fundamentals and Applications with PIC focuses on these common elements to describe the fundamentals of...",True,2017-12-19T00:00:00,Dec 2017,2,97,150,comp_eng
Grid Computing,570458,119.99981472,Lizhe Wang,CRC Press,2018,"Infrastructure, Service, and Applications",,"Identifies Recent Technological Developments Worldwide The field of grid computing has made rapid progress in the past few years, evolving and developing in almost all areas, including concepts, philosophy, methodology, and usages. Grid Computing: Infrastructure, Service, and Applications reflects the recent advances in this field, covering the...",True,2018-10-03T00:00:00,Oct 2018,3,97,150,comp_eng
"Video, Speech, and Audio Signal Processing and Associated Standards",565985,83.99472672,Vijay Madisetti,CRC Press,2018,,,"Now available in a three-volume set, this updated and expanded edition of the bestselling The Digital Signal Processing Handbook continues to provide the engineering community with authoritative coverage of the fundamental and specialized aspects of information-bearing signals in digital form. Encompassing essential background material,...",True,2018-09-03T00:00:00,Sep 2018,1,97,150,comp_eng
Model-Based Design for Embedded Systems,566028,102.85453472,Gabriela Nicolescu,CRC Press,2018,,,"A compilation of work from internationally renowned authors, Model-Based Design for Embedded Systems elaborates on related practices and addresses the main facets of heterogeneous system design. Each chapter presents the results that have helped establish model-based design and continue to expand its parameters. The respective authors contribute...",True,2018-09-03T00:00:00,Sep 2018,2,97,150,comp_eng
System Modeling and Control with Resource-Oriented Petri Nets,566158,119.99981472,MengChu Zhou,CRC Press,2018,,,"Petri nets are widely used in modeling, analysis, and control of discrete event systems arising from manufacturing, transportation, computer and communication networks, and web service systems. However, Petri net models for practical systems can be very large, making it difficult to apply such models to real-life problems. System Modeling and...",True,2018-09-03T00:00:00,Sep 2018,2,97,150,comp_eng
Multi-Core Embedded Systems,589909,102.85453472,Georgios Kornaros,CRC Press,2018,,,"Details a real-world product that applies a cutting-edge multi-core architecture Increasingly demanding modern applications—such as those used in telecommunications networking and real-time processing of audio, video, and multimedia streams—require multiple processors to achieve computational performance at the rate of a few giga-operations per...",True,2018-10-08T00:00:00,Oct 2018,1,97,150,comp_eng
Nonvolatile Memory Design,826926,162.86301472,Hai Li,CRC Press,2017,"Magnetic, Resistive, and Phase Change",,"The manufacture of flash memory, which is the dominant nonvolatile memory technology, is facing severe technical barriers. So much so, that some emerging technologies have been proposed as alternatives to flash memory in the nano-regime. Nonvolatile Memory Design: Magnetic, Resistive, and Phase Changing introduces three promising candidates:...",True,2017-12-19T00:00:00,Dec 2017,2,97,150,comp_eng
Nonvolatile Memory Design,826926,162.86301472,Hai Li,CRC Press,2017,"Magnetic, Resistive, and Phase Change",,"The manufacture of flash memory, which is the dominant nonvolatile memory technology, is facing severe technical barriers. So much so, that some emerging technologies have been proposed as alternatives to flash memory in the nano-regime. Nonvolatile Memory Design: Magnetic, Resistive, and Phase Changing introduces three promising candidates:...",True,2017-12-19T00:00:00,Dec 2017,2,97,150,comp_eng
Model-Based Testing for Embedded Systems,826977,128.57245472,Justyna Zander,CRC Press,2017,,,"What the experts have to say about Model-Based Testing for Embedded Systems : ""This book is exactly what is needed at the exact right time in this fast-growing area. From its beginnings over 10 years ago of deriving tests from UML statecharts, model-based testing has matured into a topic with both breadth and depth. Testing embedded systems is a...",True,2017-12-19T00:00:00,Dec 2017,3,97,150,comp_eng
Large-Scale Simulation,952010,128.57245472,Dan Chen,CRC Press,2017,"Models, Algorithms, and Applications",,"Large-Scale Simulation: Models, Algorithms, and Applications gives you firsthand insight on the latest advances in large-scale simulation techniques. Most of the research results are drawn from the authors’ papers in top-tier, peer-reviewed, scientific conference proceedings and journals. The first part of the book presents the fundamentals of...",True,2017-12-19T00:00:00,Dec 2017,3,97,150,comp_eng
The Practical OPNET User Guide for Computer Network Simulation,1107581,68.56397472,Adarshpal S. Sethi,CRC Press,2012,,,This is one of the first books to provide a comprehensive description of OPNET IT Guru and Modeler software. The book explains how to use the software for simulating and modeling computer networks and includes laboratory projects that help readers learn different aspects of the software in a hands-on way. The authors illustrate how to develop...,True,2012-08-24T00:00:00,Aug 2012,2,97,150,comp_eng
Dynamic RAM,1107596,133.71603872,Muzaffer A. Siddiqi,CRC Press,2017,Technology Advancements,,"Dynamic RAM (DRAM) has wide applications in the computer industry, telecommunications, the military, and the space industry. This book presents an up-to-date account of the theory and design of DRAM, the workhorse of all semiconductor memories. It summarizes the development of and recent advances in manufacturing technology, generation by...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Computer System Reliability,1182634,102.85453472,B.S. Dhillon,CRC Press,2016,Safety and Usability,,"This book combines computer system reliability, safety, usability, and other related topics into a single volume and to eliminate the need to consult many different and diverse sources in obtaining desired information. The topics covered are treated in such a manner that readers require no previous knowledge to understand the contents. The book...",True,2016-04-19T00:00:00,Apr 2016,1,97,150,comp_eng
RF Circuit Design Techniques for MF-UHF Applications,1172602,133.71603872,Abdullah Eroglu,CRC Press,2017,,,"Magnetic resonance imaging, semiconductor processing, and RFID are some of the critical applications within the medium frequency (MF) to ultrahigh frequency (UHF) range that require RF designers to have a solid understanding of analytical and experimental RF techniques. Designers need to be able to design components and devices cost effectively,...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Building a Programmable Logic Controller with a PIC16F648A Microcontroller,1335843,102.85453472,Murat Uzam,CRC Press,2017,,,"Programmable logic controllers (PLCs) are extensively used in industry to perform automation tasks, with manufacturers offering a variety of PLCs that differ in functions, program memories, and the number of inputs/outputs (I/O). Not surprisingly, the design and implementation of these PLCs have long been a secret of manufacturers. Unveiling the...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Embedded and Networking Systems,1355928,107.99811872,Gul N. Khan,CRC Press,2017,"Design, Software, and Implementation",,"Embedded and Networking Systems: Design, Software, and Implementation explores issues related to the design and synthesis of high-performance embedded computer systems and networks. The emphasis is on the fundamental concepts and analytical techniques that are applicable to a range of embedded and networking applications, rather than on specific...",True,2017-07-12T00:00:00,Jul 2017,2,97,150,comp_eng
Pervasive Computing,1375227,77.13661472,Minyi Guo,CRC Press,2016,"Concepts, Technologies and Applications",,"This book introduces fundamental concepts and theories in pervasive computing as well as its key technologies and applications. It explains how to design and implement pervasive middleware and real application systems, covering nearly all aspects related to pervasive computing. Key technologies in the book include pervasive computing-oriented...",True,2016-08-05T00:00:00,Aug 2016,4,97,150,comp_eng
"Innovation, Communication and Engineering",1375624,394.34144,Teen-Hang Meen,CRC Press,2013,,,"This volume represents the proceedings of the 2013 International Conference on Innovation, Communication and Engineering (ICICE 2013). This conference was organized by the China University of Petroleum (Huadong/East China) and the Taiwanese Institute of Knowledge Innovation, and was held in Qingdao, Shandong, P.R. China, October 26 - November 1, 20",True,2013-10-08T00:00:00,Oct 2013,3,97,150,comp_eng
Handbook of Differential Entropy,1386575,71.99303072,Joseph Victor Michalowicz,CRC Press,2013,,,"Unlike related books, this handbook brings together background material, derivations, and applications of differential entropy. The book first reviews probability theory as it enables an understanding of the core building block of entropy. The authors then carefully explain both discrete and differential entropy. They present detailed...",True,2013-11-14T00:00:00,Nov 2013,3,97,150,comp_eng
High Value Manufacturing: Advanced Research in Virtual and Rapid Prototyping,1388886,480.06784,Paulo Jorge Bartolo,CRC Press,2013,"Proceedings of the 6th International Conference on Advanced Research in Virtual and Rapid Prototyping, Leiria, Portugal, 1-5 October, 2013",,"This book contains current contributions to the field of virtual and rapid prototyping (V&RP) and is also focused on promoting better links between industry and academia. It covers a wide range of topics, such as additive and nano manufacturing technologies, biomanufacturing, materials, rapid tooling and manufacturing, cad and 3d data...",True,2013-09-16T00:00:00,Sep 2013,19,97,150,comp_eng
Sequential Logic,1400759,231.40485,Joseph Cavanagh,CRC Press,2018,Analysis and Synthesis,,"Until now, there was no single resource for actual digital system design. Using both basic and advanced concepts, Sequential Logic: Analysis and Synthesis offers a thorough exposition of the analysis and synthesis of both synchronous and asynchronous sequential machines. With 25 years of experience in designing computing equipment, the author...",True,2018-10-03T00:00:00,Oct 2018,1,97,150,comp_eng
Quantum Error Correction and Fault Tolerant Quantum Computing,1400754,180.02544,Frank Gaitan,CRC Press,2018,,,"It was once widely believed that quantum computation would never become a reality. However, the discovery of quantum error correction and the proof of the accuracy threshold theorem nearly ten years ago gave rise to extensive development and research aimed at creating a working, scalable quantum computer. Over a decade has passed since this...",True,2018-10-03T00:00:00,Oct 2018,1,97,150,comp_eng
Roadmap to Greener Computing,1402685,114.85623072,Raoul-Abelin Choumin Nguemaleu,CRC Press,2014,,,"A concise and accessible introduction to green computing and green IT, this book addresses how computer science and the computer infrastructure affect the environment and presents the main challenges in making computing more environmentally friendly. The authors review the methodologies, designs, frameworks, and software development tools that...",True,2014-05-09T00:00:00,May 2014,2,97,150,comp_eng
Geographical Information Systems,1408068,308.61504,Elaheh Pourabbas,CRC Press,2014,Trends and Technologies,,"Web services, cloud computing, location based services, NoSQLdatabases, and Semantic Web offer new ways of accessing, analyzing, and elaborating geo-spatial information in both real-world and virtual spaces. This book explores the how-to of the most promising recurrent technologies and trends in GIS, such as Semantic GIS, Web GIS, Mobile GIS, NoSQL",True,2014-05-16T00:00:00,May 2014,1,97,150,comp_eng
Digital Design and Verilog HDL Fundamentals,1446227,291.46976,Joseph Cavanagh,CRC Press,2017,,,"Comprehensive and self contained, this tutorial covers the design of a plethora of combinational and sequential logic circuits using conventional logic design and Verilog HDL. Number systems and number representations are presented along with various binary codes. Several advanced topics are covered, including functional decomposition and...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Computer Arithmetic and Verilog HDL Fundamentals,1446385,291.46976,Joseph Cavanagh,CRC Press,2017,,,"Verilog Hardware Description Language (HDL) is the state-of-the-art method for designing digital and computer systems. Ideally suited to describe both combinational and clocked sequential arithmetic circuits, Verilog facilitates a clear relationship between the language syntax and the physical hardware. It provides a very easy-to-learn and...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
The Digital Signal Processing Handbook - 3 Volume Set,1446384,557.2216,Vijay K. Madisetti,CRC Press,2018,, (2nd ed.),"Now available in a three-volume set, this updated and expanded edition of a bestseller continues to provide authoritative coverage of the fundamental and specialized aspects of information-bearing signals in digital form. This new edition encompasses essential background material, technical details, standards, and software. It reflects...",True,2018-10-08T00:00:00,Oct 2018,1,97,150,comp_eng
Time-Triggered Communication,1446469,291.46976,Roman Obermaisser,CRC Press,2018,,,"Time-Triggered Communication helps readers build an understanding of the conceptual foundation, operation, and application of time-triggered communication, which is widely used for embedded systems in a diverse range of industries. This book assembles contributions from experts that examine the differences and commonalities of the most...",True,2018-09-03T00:00:00,Sep 2018,1,97,150,comp_eng
Digital Integrated Circuits,1446476,197.17072,Evgeni Perelroyzen,CRC Press,2018,Design-for-Test Using Simulink and Stateflow,,"A current trend in digital design-the integration of the MATLAB® components Simulink® and Stateflow® for model building, simulations, system testing, and fault detection-allows for better control over the design flow process and, ultimately, for better system results. Digital Integrated Circuits: Design-for-Test Using Simulink® and Stateflow®...",True,2018-10-03T00:00:00,Oct 2018,1,97,150,comp_eng
Hybrid Simulation,1446755,102.85453472,Victor Saouma,CRC Press,2014,"Theory, Implementation and Applications",,"Hybrid Simulation: Theory, Implementation and Applications deals with a rapidly evolving technology combining computer simulation (typically finite element) and physical laboratory testing of two complementary substructures. It is a multidisciplinary technology which relies heavily on control theory, computer science, numerical techniques and...",True,2014-04-21T00:00:00,Apr 2014,2,97,150,comp_eng
The Computer Engineering Handbook,1449534,351.47824,Vojin G. Oklobdzija,CRC Press,2019,, (2nd ed.),"After nearly six years as the field's leading reference, the second edition of this award-winning handbook reemerges with completely updated content and a brand new format. The Computer Engineering Handbook, Second Edition is now offered as a set of two carefully focused books that encompass all aspects of the field. In addition to complete...",True,2019-07-05T00:00:00,Jul 2019,1,97,150,comp_eng
Engineering Analysis,1446999,291.46976,Yen-Ching Pao,CRC Press,2019,"Interactive Methods and Programs with FORTRAN, QuickBASIC, MATLAB, and Mathematica",,"This book provides a concise introduction to numerical concepts in engineering analysis, using FORTRAN, QuickBASIC, MATLAB, and Mathematica to illustrate the examples. Discussions include: matrix algebra and analysis solution of matrix equations methods of curve fit methods for finding the roots of polynom",True,2019-04-24T00:00:00,Apr 2019,1,97,150,comp_eng
Ensuring Software Reliability,1449626,83.99472672,Ann Marie Neufelder,CRC Press,2018,,,"Explains how software reliability can be applied to software programs of all sizes, functions and languages, and businesses. This text provides real-life examples from industries such as defence engineering, and finance. It is aimed at software and quality assurance engineers and graduate students.",True,2018-10-08T00:00:00,Oct 2018,1,97,150,comp_eng
Microcontroller Programming,1449628,71.99303072,Syed R. Rizvi,CRC Press,2016,An Introduction,,"Written to help readers better understand the essentials of microcontroller programming, this textbook combines theory and practical examples to present concepts in a way that both students and professionals will find useful. It begins with the introduction of basic electronics, followed with coverage of microcontroller hardware and interfacing...",True,2016-04-19T00:00:00,Apr 2016,1,97,150,comp_eng
Verilog HDL,1447032,274.32448,Joseph Cavanagh,CRC Press,2017,Digital Design and Modeling,,"Emphasizing the detailed design of various Verilog projects, Verilog HDL: Digital Design and Modeling offers students a firm foundation on the subject matter. The textbook presents the complete Verilog language by describing different modeling constructs supported by Verilog and by providing numerous design examples and problems in each chapter....",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Reconfigurable System Design and Verification,1447037,83.99472672,Pao-Ann Hsiung,CRC Press,2018,,,"Reconfigurable systems have pervaded nearly all fields of computation and will continue to do so for the foreseeable future. Reconfigurable System Design and Verification provides a compendium of design and verification techniques for reconfigurable systems, allowing you to quickly search for a technique and determine if it is appropriate to the...",True,2018-10-08T00:00:00,Oct 2018,3,97,150,comp_eng
Advanced Computer Architectures,1447200,222.88864,Sajjan G. Shiva,CRC Press,2018,,,"Despite the tremendous advances in performance enabled by modern architectures, there are always new applications and demands arising that require ever-increasing capabilities. Keeping up with these demands requires a deep-seated understanding of contemporary architectures in concert with a fundamental understanding of basic principles that...",True,2018-10-24T00:00:00,Oct 2018,1,97,150,comp_eng
Models of Network Reliability,1449309,102.85453472,Ilya B. Gertsbakh,CRC Press,2016,"Analysis, Combinatorics, and Monte Carlo",,"Unique in its approach, this volume provides a brief introduction to Monte Carlo methods and a concise exposition of Reliability Theory ideas. From there, it investigates a collection of principal network reliability models and provides solutions for most principal network reliability problems as Monte Carlo algorithms. Written by reliability...",True,2016-04-19T00:00:00,Apr 2016,2,97,150,comp_eng
Recent Advances in Computational Mechanics,1547099,342.9056,Tomasz Lodygowski,CRC Press,2014,,,"Recent Advances in Computational Mechanics contains selected papers presented at the jubilee 20th Conference on Computer Methods in Mechanics (CMM 2013), which took place from 27 to 31 August 2013 at the Poznan University of Technology. The first Polish Conference on Computer Methods in Mechanics was held in Poznan in 1973. This very successful me",True,2014-02-04T00:00:00,Feb 2014,3,97,150,comp_eng
Computer Aided Design,1591663,102.87168,Jayanta Sarkar,CRC Press,2014,A Conceptual Approach,,"CAD is now a necessity for the design of any equipment or any system. This book illustrates the effective ways to use CAD for engineering design. Providing clear instructions, tips, and tools, it covers drawing generation, automation, and dimensional analysis. Readers of this text are also able to use CAD in effective ways to lessen their design...",True,2014-12-06T00:00:00,Dec 2014,1,97,150,comp_eng
IAENG Transactions on Engineering Sciences,1613834,300.0424,Sio-Iong Ao,CRC Press,2014,Special Issue of the International MultiConference of Engineers and Computer Scientists 2013 and World Congress on Engineering 2013,,"This volume contains 46 revised and extended research articles written by prominent researchers participating in the two recent IAENG conferences. Topics covered include engineering mathematics, computer science, manufacturing engineering, industrial engineering, and industrial applications. The book offers the state of art of tremendous...",True,2014-04-07T00:00:00,Apr 2014,4,97,150,comp_eng
Handbook of Energy-Aware and Green Computing - Two Volume Set,1630939,89.13831072,Ishfaq Ahmad,CRC Press,2016,,,"Implementing energy-efficient CPUs and peripherals as well as reducing resource consumption have become emerging trends in computing. A landmark for researchers in computer science and engineering, this two-volume handbook is one of the first to present a comprehensive account of recent research in energy-aware and green computing. The set...",True,2016-02-03T00:00:00,Feb 2016,2,97,150,comp_eng
Real-Time Embedded Systems,1633755,71.99303072,Meikang Qiu,CRC Press,2011,"Optimization, Synthesis, and Networking",,"Ubiquitous in today's consumer-driven society, embedded systems use microprocessors that are hidden in our everyday products and designed to perform specific tasks. Effective use of these embedded systems requires engineers to be proficient in all phases of this effort, from planning, design, and analysis to manufacturing and marketing.Taking a sys",True,2011-06-01T00:00:00,Jun 2011,2,97,150,comp_eng
Design of Low-Power Coarse-Grained Reconfigurable Architectures,1633325,119.99981472,Yoonjin Kim,CRC Press,2010,,,"Coarse-grained reconfigurable architecture has emerged as a solution for flexible, application-specific optimization of embedded systems. Helping you understand the issues involved in designing and constructing embedded systems, this book offers new frameworks for optimizing the architecture of components in embedded systems in order to decrease...",True,2010-12-09T00:00:00,Dec 2010,2,97,150,comp_eng
Automating the Design of Computer Systems,1633508,145.71773472,William P. Birmingham,CRC Press,1992,,,"Addressing the issues of engineering design in computer architecture, this book describes the design and implementation of MICON, a system for automating the synthesis of small computers.",True,1992-12-18T00:00:00,Dec 1992,3,97,150,comp_eng
A Multidisciplinary Introduction to Information Security,1648315,119.99981472,Stig F. Mjolsnes,CRC Press,2011,,,"Bringing together methods in pure mathematics, computer and telecommunication sciences, and social sciences, this book focuses on the security, privacy, and safety of information and communication technology. It begins with the basic components of hardware and algorithms, then covers integration and systems, and concludes with human factors in...",True,2011-11-09T00:00:00,Nov 2011,1,97,150,comp_eng
Distributed Systems,1657935,66.84944672,Sukumar Ghosh,CRC Press,2014,"An Algorithmic Approach, Second Edition", (2nd ed.),"This pivotal book provides a highly accessible, balanced treatment of the underlying theory and practical applications of distributed computing. As in the previous version, the language of the Second Edition is kept as unobscured as possible-clarity is given priority over mathematical formalism. Containing significant updates that mirror the...",True,2014-07-14T00:00:00,Jul 2014,1,97,150,comp_eng
Reconfigurable Computing Systems Engineering,1684196,80.56567072,Lev Kirischian,CRC Press,2017,Virtualization of Computing Architecture,,"Reconfigurable Computing Systems Engineering: Virtualization of Computing Architecture describes the organization of reconfigurable computing system (RCS) architecture and discusses the pros and cons of different RCS architecture implementations. Providing a solid understanding of RCS technology and where it’s most effective, this book: Details...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,comp_eng
Signal Processing,1718098,0.0,Charles L. Byrne,CRC Press,2014,"A Mathematical Approach, Second Edition", (2nd ed.),"This book explains how mathematical tools can be used to solve problems in signal processing. Assuming an advanced undergraduate- or graduate-level understanding of mathematics, this second edition contains new chapters on convolution and the vector DFT, plane-wave propagation, and the BLUE and Kalman filters. It expands the material on Fourier...",True,2014-11-12T00:00:00,Nov 2014,1,97,150,comp_eng
Emergent Semantics,1742949,75.42208672,Philippe Cudre-Mauroux,CRC Press,2008,,,"Peer-to-peer systems are evolving with new information-system architectures, leading to the idea that the principles of decentralization and self-organization will offer new approaches in informatics, especially for systems that scale with the number of users or for which central authorities do not prevail. This book describes a new way of building",True,2008-10-09T00:00:00,Oct 2008,1,97,150,comp_eng
Cybernetics and Applied Systems,1756311,462.92256,Constantin Virgil Negoita,CRC Press,2018,,,"In light of the enormous interest in building intelligent systems, this volume blends theory, applications, and methodology of cybernetics taking it out of the realm of the abstract and explaining how cybernetics can contribute to an improved understanding of intelligence. Among the topics of the 17",True,2018-10-08T00:00:00,Oct 2018,1,97,150,comp_eng
Online GIS and Spatial Metadata,1766063,83.99472672,Terry Bossomaier,CRC Press,2015,, (2nd ed.),"The book covers the principles, techniques, and standards for online GIS. This new edition covers the most recent major advances in the metadata arena. The semantic web (Web 2.0) is now well developed. GPS has also advanced in terms of the availability of Location-Based services, which rely on metadata and online services. In this new edition,...",True,2015-12-02T00:00:00,Dec 2015,2,97,150,comp_eng
Computer Science and Applications,2060788,291.46976,Ally Hu,CRC Press,2015,"Proceedings of the 2014 Asia-Pacific Conference on Computer Science and Applications (CSAC 2014), Shanghai, China, 27-28 December 2014",,"The 2014 Asia-Pacific Conference on Computer Science and Applications was held in Shanghai, December 27-28, 2014. These CSAC-2014 proceedings include 105 selected papers, which focus not only on the research of science and technology of computer sciences, but also on the research of applications, aiming at a quick and immediate effect on",True,2015-06-11T00:00:00,Jun 2015,1,97,150,comp_eng
Integration of Services into Workflow Applications,2057691,102.85453472,Pawel Czarnul,CRC Press,2015,,,"Describing state-of-the-art solutions in distributed system architectures, this book presents a concise approach to integration of loosely coupled services into workflow applications. It discusses key challenges related to the integration of distributed systems and proposes solutions, both in terms of theoretical aspects, such as models and...",True,2015-06-10T00:00:00,Jun 2015,1,97,150,comp_eng
Environmental Science and Information Application Technology,2067937,291.46976,David Chan,CRC Press,2015,"Proceedings of the 2014 5th International Conference on Environmental Science and Information Application Technology (ESIAT 2014), Hong Kong, November 7-8, 2014",,"The contributions in Environmental Science and Information Application Technology discuss all aspects of global environmental change and ecosystems management, graphic and image processing, spatial information systems, applications of remote sensing and spatial information systems, and will be of interest to academics and professionals involved...",True,2015-06-29T00:00:00,Jun 2015,1,97,150,comp_eng
Reconfigurable and Adaptive Computing,2263050,119.99981472,Nadia Nedjah,CRC Press,2018,Theory and Applications,,Reconfigurable computing techniques and adaptive systems are some of the most promising architectures for microprocessors. Reconfigurable and Adaptive Computing: Theory and Applications explores the latest research activities on hardware architecture for reconfigurable and adaptive computing systems. The first section of the book covers...,True,2018-10-09T00:00:00,Oct 2018,2,97,150,comp_eng
Systems and Computer Technology,2236349,351.47824,Yunfei Chen,CRC Press,2015,"Proceedings of the 2014 Internaional Symposium on Systems and Computer technology, (ISSCT 2014), Shanghai, China, 15-17 November 2014",,"This volume consists of papers presented at the 2014 International Symposium on Systems and Computer Technology (ISSCT 2014, Shanghai, China, 15-17 November 2014). The demand for systems and informatics have been constantly increasing, as more and more computer applications have been built. Great efforts have been made to improve the state of the a",True,2015-09-17T00:00:00,Sep 2015,7,97,150,comp_eng
Cyber Physical Systems,2467673,102.85453472,Chi (Harold) Liu,CRC Press,2015,"Architectures, Protocols and Applications",,"This book facilitates a full understanding of the basic principles and key supporting standards of cyber physical systems (CPS). It describes in a systematic fashion the architecture of CPS that is appropriate for most applications and services, including mobile sensing devices. It discusses enabling technologies such as machine-to-machine...",True,2015-12-02T00:00:00,Dec 2015,2,97,150,comp_eng
Real-Time and Distributed Real-Time Systems,2571407,162.86301472,Amitava Gupta,CRC Press,2016,Theory and Applications,,"This book begins by introducing the basic principles of real-time and distributed real-time systems, and then presents a variety of techniques to design, analyze, implement, verify, and validate such systems. Much of the text features detailed discussion of the design and implementation of practical distributed real-time systems using a number...",True,2016-04-27T00:00:00,Apr 2016,3,97,150,comp_eng
