Title,id,price,author,publisher,pub_year,s_tile
Programming C#,443371,34.99,Jesse Liberty,O'Reilly Media,2005,Building .NET Applications with C#
HTML5: Up and Running,580113,26.99,Mark Pilgrim,O'Reilly Media,2010,Dive into the Future of Web Development
Handbook of Aviation Human Factors,566145,71.3993761,John A. Wise,CRC Press,2016,
Hardcore Java,443476,31.99,Jr Robert Simmons,O'Reilly Media,2004,Secrets of the Java Masters
Programming Entity Framework: DbContext,867858,17.99,Julia Lerman,O'Reilly Media,2012,"Querying, Changing, and Validating Your Data with Entity Framework"
Misunderstanding the Internet,2520357,62.8974261,James Curran,Taylor and Francis,2016,
Network Security Through Data Analysis,95860191,67.99,Michael Collins,O'Reilly Media,2017,From Data to Action
Large-Scale C++,209900714,84.84154595,John Lakos,Pearson Education,2019,"Process and Architecture, Volume 1"
Introduction to Programming in Java,95824299,67.33178095,Robert Sedgewick,Pearson Education,2017,An Interdisciplinary Approach
Learning Web App Development,1632942,56.99,Semmy Purewal,O'Reilly Media,2014,Build Quickly with Proven JavaScript Techniques
Dreamweaver CS5: The Missing Manual,553582,40.99,David Sawyer McFarland,O'Reilly Media,2010,
Visualizing Streaming Data,96237077,42.99,Anthony Aragues,O'Reilly Media,2018,Interactive Analysis Beyond Static Limits
CSS Cookbook,536724,44.99,Christopher Schmitt,O'Reilly Media,2009,Quick Solutions to Common CSS Problems
Programming the Semantic Web,536812,35.99,Toby Segaran,O'Reilly Media,2009,Build Flexible Applications with Graph Data
Hands-On Motion Graphics with Adobe After Effects CC,209672661,49.99,David Dodds,Packt Publishing,2019,Develop your skills as a visual effects and motion graphics artist
Practical Signal Processing And Its Applications: With Solved Homework Problems,95954731,74.079775,Sharad R Laxpati,World Scientific Publishing Company,2017,
Beginning Joomla!,364571,50.84445886,Dan Rahmel,Apress,2008,From Novice to Professional
MrExcel 2021,209681992,16.95,Bill Jelen,Holy Macro! Books,2021,Unmasking Excel
CSS Cookbook,536724,44.99,Christopher Schmitt,O'Reilly Media,2009,Quick Solutions to Common CSS Problems
Programming the Semantic Web,536812,35.99,Toby Segaran,O'Reilly Media,2009,Build Flexible Applications with Graph Data
Hands-On Motion Graphics with Adobe After Effects CC,209672661,49.99,David Dodds,Packt Publishing,2019,Develop your skills as a visual effects and motion graphics artist
Practical Signal Processing And Its Applications: With Solved Homework Problems,95954731,74.079775,Sharad R Laxpati,World Scientific Publishing Company,2017,
Beginning Joomla!,364571,50.84445886,Dan Rahmel,Apress,2008,From Novice to Professional
MrExcel 2021,209681992,16.95,Bill Jelen,Holy Macro! Books,2021,Unmasking Excel
Cloud Computing,95775484,78.5191251,Sandeep Bhowmik,Cambridge University Press,2017,
Mining of Massive Datasets,209910229,96.1539651,Jure Leskovec,Cambridge University Press,2020,
The Martian Principles for Successful Enterprise Systems,257046,32.99,Ronald Mak,Wiley,2006,20 Lessons Learned from NASA�s Mars Exploration Rover Mission
LPIC-2: Linux Professional Institute Certification Study Guide,2523422,88.0,Christine Bresnahan,Wiley,2016,Exam 201 and Exam 202
Introduction to Machine Learning with R,96034552,59.99,Scott V. Burger,O'Reilly Media,2018,Rigorous Mathematical Analysis
Beautiful Data,536718,40.99,Toby Segaran,O'Reilly Media,2009,The Stories Behind Elegant Data Solutions
PowerBuilder 9,226911,53.86273095,William Green,Pearson Education,2003,Internet and Distributed Application Development
Spock: Up and Running,95787267,67.99,Rob Fletcher,O'Reilly Media,2017,Writing Expressive Tests in Java and Groovy
Mac OS X For Unix Geeks,443108,31.99,Ernest E. Rothman,O'Reilly Media,2008,Demistifying the Geekier Side of Mac OS X
"Data Mining for Intelligence, Fraud & Criminal Detection",381338,71.3993761,Christopher Westphal,Taylor & Francis,2008,Advanced Analytics & Information Sharing Technologies
Domain-Driven Design in PHP,95781633,50.99,Keyvan Akbary,Packt Publishing,2017,A Highly Practical Guide
OpenStack for Architects,96237030,44.99,Michael Solberg,Packt Publishing,2018,Design production-ready private cloud infrastructure
Excel Subtotals Straight to the Point,96035075,3.99,Bill Jelen,Holy Macro! Books,2018,
Professional Node.js,821863,53.99,Pedro Teixeira,Wiley,2012,Building Javascript Based Scalable Software
Outlook 2016 For Dummies,1998784,31.99,Bill Dyszel,Wiley,2015,
The All-New Switch Book,353371,110.0,Rich Seifert,Wiley,2008,The Complete Guide to LAN Switching Technology
Statistical Analysis with R For Dummies,2683831,37.99,Joseph Schmuller,Wiley,2017,
"Hacking Exposed Malware & Rootkits: Security Secrets and Solutions, Second Edition",1871992,72.73287,Christopher C. Elisan,McGraw Hill LLC,2016,
MapReduce Design Patterns,1077566,40.99,Donald Miner,O'Reilly Media,2012,Building Effective Algorithms and Analytics for Hadoop and Other Systems
Analysis Patterns,2420094,74.06630595,Martin Fowler,Pearson Education,1996,Reusable Object Models
WebLogic: The Definitive Guide,443135,39.99,Jon Mountjoy,O'Reilly Media,2004,"Development, Deployment & Maintenance"
Graph Databases,2068540,39.99,Ian Robinson,O'Reilly Media,2015,New Opportunities for Connected Data
Tomcat: The Definitive Guide,540517,35.99,Jason Brittain,O'Reilly Media,2007,The Definitive Guide
Spidering Hacks,540309,26.99,Morbus Iff,O'Reilly Media,2003,100 Industrial-Strength Tips & Tools
Refactoring SQL Applications,443171,40.99,Stephane Faroult,O'Reilly Media,2008,
Designing Mobile Interfaces,801438,49.99,Steven Hoober,O'Reilly Media,2011,Patterns for Interaction Design
Java: The Good Parts,536835,26.99,Jim Waldo,O'Reilly Media,2010,Unearthing the Excellence in Java
Linux Network Administrator's Guide,540547,27.99,Tony Bautts,O'Reilly Media,2005,"Infrastructure, Services, and Security"
Head First WordPress,562856,16.99,Jeff Siarto,O'Reilly Media,2010,A Brain-Friendly Guide to Creating Your Own Custom WordPress Blog
Exercises in Programming Style,210080440,61.1970361,Cristina Videira Lopes,CRC Press,2020,
How to Cheat in Maya 2017,96310585,88.4032761,Paul Naas,CRC Press,2018,Tools and Techniques for Character Animation
Advanced Deep Learning with R,209913177,49.99,Bharatendra Rai,Packt Publishing,2019,"Become an expert at designing, building, and improving advanced neural network models using R"
Learning Apache Thrift,2504631,39.99,Krzysztof Rakowski,Packt Publishing,2015,Make applications cross-communicate using Apache Thrift!
Mastering OpenStack,95765470,49.99,Omar Khedher,Packt Publishing,2017,"Design, deploy, and manage clouds in mid to large IT infrastructures"
"ITIL® 4 Essentials: Your essential guide for the ITIL 4 Foundation exam and beyond, second edition",210001212,50.7863343,Claire Agutter,IT Governance Publishing,2020,
Information Flow,889929,78.5191251,Jon Barwise,Cambridge University Press,1997,The Logic of Distributed Systems
Introducing String Diagrams,210877962,60.8842851,Ralf Hinze,Cambridge University Press,2023,The Art of Category Theory
Real-Time Systems,358829,116.98952856,Ernst-Rüdiger Olderog,Cambridge University Press,2008,Formal Specification and Automatic Verification
Logic and Computation,636417,46.45016856,Lawrence C. Paulson,Cambridge University Press,1990,Interactive Proof with Cambridge LCF
Online and Matching-Based Market Design,210807167,83.324619,Federico Echenique,Cambridge University Press,2023,
Personalized Machine Learning,210437089,60.8842851,Julian McAuley,Cambridge University Press,2022,
Evolving Software Processes,210456086,256.95,Arif Ali Khan,Wiley,2022,Trends and Future Directions
Handbook of Machine and Computer Vision,95559062,347.95,Alexander Hornberg,Wiley,2017,The Guide for Developers and Users
Big Data MBA,2110409,50.0,Bill Schmarzo,Wiley,2015,Driving Business Strategies with Data Science
Demystifying Deep Learning,211160168,155.99,Douglas J. Santry,Wiley,2023,An Introduction to the Mathematics of Neural Networks
Python Programming for Linguistics and Digital Humanities,211178487,49.99,Martin Weisser,Wiley,2023,Applications for Text-Focused Fields
Professional C++,211188803,83.99,Marc Gregoire,Wiley,2023,
Cybersecurity Risk Management,210423307,138.95,Cynthia Brumfield,Wiley,2021,Mastering the Fundamentals Using the NIST Cybersecurity Framework
"Advanced Content Delivery, Streaming, and Cloud Services",1791964,150.95,Mukaddim Pathan,Wiley,2014,
Excel Workbook For Dummies,210433095,36.99,Paul McFedries,Wiley,2021,
Cybersecurity First Principles: A Reboot of Strategy and Tactics,210811332,37.99,Rick Howard,Wiley,2023,
Advances in Data Science and Analytics,210693393,234.0,M. Niranjanamurthy,Wiley,2022,Concepts and Paradigms
"CompTIA CySA+ Cybersecurity Analyst Certification All-in-One Exam Guide, Third Edition (Exam CS0-003)",211154964,80.8143,Mya Heath,McGraw Hill LLC,2023,
"CompTIA CySA+ Cybersecurity Analyst Certification All-in-One Exam Guide, Second Edition (Exam CS0-002)",210149485,72.73287,Brent Chapman,McGraw Hill LLC,2020,
"Advanced Content Delivery, Streaming, and Cloud Services",1791964,150.95,Mukaddim Pathan,Wiley,2014,
Excel Workbook For Dummies,210433095,36.99,Paul McFedries,Wiley,2021,
Cybersecurity First Principles: A Reboot of Strategy and Tactics,210811332,37.99,Rick Howard,Wiley,2023,
Advances in Data Science and Analytics,210693393,234.0,M. Niranjanamurthy,Wiley,2022,Concepts and Paradigms
"CompTIA CySA+ Cybersecurity Analyst Certification All-in-One Exam Guide, Third Edition (Exam CS0-003)",211154964,80.8143,Mya Heath,McGraw Hill LLC,2023,
"CompTIA CySA+ Cybersecurity Analyst Certification All-in-One Exam Guide, Second Edition (Exam CS0-002)",210149485,72.73287,Brent Chapman,McGraw Hill LLC,2020,
Advanced Persistent Threat Hacking,1192833,60.610725,Tyler Wrightson,McGraw Hill LLC,2014,The Art and Science of Hacking Any Organization
"SHRM-CP/SHRM-SCP Certification All-In-One Exam Guide, Second Edition",210841835,80.8143,Beverly Dance,McGraw Hill LLC,2023,
CC Certified in Cybersecurity All-in-One Exam Guide,210843590,67.34525,Steven Bennett,McGraw Hill LLC,2023,
PeopleSoft PeopleTools: Mobile Applications Development (Oracle Press),1872061,53.337438,Jim J. Marion,McGraw Hill LLC,2015,
BLAST,1100955,40.99,Ian Korf,O'Reilly Media,2003,An Essential Guide to the Basic Local Alignment Search Tool
Unlocking Agility,96313778,43.08749095,Jorgen Hesselberg,Pearson Education,2018,An Insider's Guide to Agile Enterprise Transformation
Kotlin Programming,210334802,53.86273095,David Greenhalgh,Pearson Education,2021,The Big Nerd Ranch Guide
Talk to the Elephant,210867236,53.86273095,Julie Dirksen,Pearson Education,2023,Design Learning for Behavior Change
Adobe InDesign Classroom in a Book (2023 release),210691597,70.02559095,Kelly Kordes Anton,Pearson Education,2023,
Sams Teach Yourself Mod Development for Minecraft in 24 Hours,2258415,37.69987095,Jimmy Koene,Pearson Education,2015,
Algorithms,1604775,53.86273095,Robert Sedgewick,Pearson Education,2014,Part I
"Algorithms, Part II",1604776,53.86273095,Robert Sedgewick,Pearson Education,2014,
Microsoft Word Step by Step (Office 2021 and Microsoft 365),210644159,43.08749095,Joan Lambert,Pearson Education,2023,
Absolute Beginner's Guide to Minecraft Mods Programming,2239119,32.31225095,Rogers Cadenhead,Pearson Education,1753,
Network Defense and Countermeasures,210968159,96.97716,"Easttom, William, II",Pearson Education,2023,Principles and Practices
Windows Server 2008 PKI and Certificate Security,1663801,64.63797095,Brian Komar,Pearson Education,2008,
Mac Hacks,1142808,20.99,Chris Seibold,O'Reilly Media,2013,Tips & Tools for unlocking the power of OS X
Automating Data Quality Monitoring,211188823,71.99,Jeremy Stanley,O'Reilly Media,2024,
Alteryx Designer: The Definitive Guide,211154132,84.99,Joshua Burkhow,O'Reilly Media,2023,
Beautiful Visualization,536623,53.99,Julie Steele,O'Reilly Media,2010,Looking at Data through the Eyes of Experts
Real-Time Communication with WebRTC,1676120,23.99,Salvatore Loreto,O'Reilly Media,2014,Peer-to-Peer in the Browser
Mastering Salesforce Reports and Dashboards,210867796,71.99,David Carnes,O'Reilly Media,2023,
Hacker Culture A to Z,211148450,49.99,Kim Crawley,O'Reilly Media,2023,
Up and Running with Joomla,1323971,12.95,R. Allen Wyke,O'Reilly Media,2009,
Alteryx Designer: The Definitive Guide,211154132,84.99,Joshua Burkhow,O'Reilly Media,2023,
Beautiful Visualization,536623,53.99,Julie Steele,O'Reilly Media,2010,Looking at Data through the Eyes of Experts
Real-Time Communication with WebRTC,1676120,23.99,Salvatore Loreto,O'Reilly Media,2014,Peer-to-Peer in the Browser
Mastering Salesforce Reports and Dashboards,210867796,71.99,David Carnes,O'Reilly Media,2023,
Hacker Culture A to Z,211148450,49.99,Kim Crawley,O'Reilly Media,2023,
Up and Running with Joomla,1323971,12.95,R. Allen Wyke,O'Reilly Media,2009,
"Building Maintainable Software, C# Edition",2606251,25.99,Joost Visser,O'Reilly Media,2016,Ten Guidelines for Future-Proof Code
QuickBooks 2014: The Missing Manual,1481293,35.99,Bonnie Biafore,O'Reilly Media,2013,The Official Intuit Guide to QuickBooks 2014
"Learning Perl Objects, References, and Modules",1123252,28.99,Randal L. Schwartz,O'Reilly Media,2003,
J2EE Design Patterns,540501,35.99,William Crawford,O'Reilly Media,2003,Patterns in the Real World
NUnit Pocket Reference,443335,7.99,Bill Hamilton,O'Reilly Media,2004,Up and Running with NUnit
Practical Salesforce Architecture,211113419,59.99,Paul McCollum,O'Reilly Media,2023,
Java and SOAP,540465,31.99,Robert Englander,O'Reilly Media,2002,Building Web Services in Java
Etudes for ClojureScript,2419230,5.99,J. David Eisenberg,O'Reilly Media,2015,
HTML5 Cookbook,801432,32.99,Christopher Schmitt,O'Reilly Media,2011,Solutions & Examples for HTML5 Developers
Dancing Barefoot,714493,13.99,Wil Wheaton,O'Reilly Media,2004,
Unity Development Cookbook,210970822,71.99,Paris Buttfield-Addison,O'Reilly Media,2023,
Optimizing Oracle Performance,540543,39.99,Cary Millsap,O'Reilly Media,2003,A Practitioner's Guide to Optimizing Response Time
Visualizing Data,540662,35.99,Ben Fry,O'Reilly Media,2007,Exploring and Explaining Data with the Processing Environment
Relational Theory for Computer Professionals,1224736,35.99,C. J. Date,O'Reilly Media,2013,What Relational Databases Are Really All About
Designing for Wearables,95660121,34.99,Scott Sullivan,O'Reilly Media,2016,Effective UX for Current and Future Devices
Data Curious,210912498,49.99,Carl Allchin,O'Reilly Media,2023,
The Ethics of Artificial Intelligence,210909038,42.50975,Luciano Floridi,OUP Oxford,2023,"Principles, Challenges, and Opportunities"
A Dictionary of Social Media,95900351,9.8962698,Daniel Chandler,OUP Oxford,2016,
Handbook of Critical Studies of Artificial Intelligence,211160657,81.61872,Simon Lindgren,Edward Elgar Publishing,2023,
Research Handbook on Artificial Intelligence and Communication,211160679,81.61872,Seungahn Nah,Edward Elgar Publishing,2023,
The Privacy Leader Compass,211114074,76.5005461,Valerie Lyons,CRC Press,2023,A Comprehensive Business-Oriented Roadmap for Building and Leading Practical Privacy Programs
"Flexible, Reliable Software",1648326,119.0102961,Henrik B. Christensen,CRC Press,1753,Using Patterns and Agile Development
Handbook of Geospatial Artificial Intelligence,211168844,83.3021061,Song Gao,CRC Press,2023,
Robot Souls,210780501,39.0919661,Eve Poole,CRC Press,2023,Programming in Humanity
Introduction to Computer Graphics with OpenGL ES,96197565,76.5005461,JungHyun Han,CRC Press,2018,
Human Factors in Simple and Complex Systems,95935105,221.0507,Robert W. Proctor,CRC Press,2018,
Big Data Analytics in Smart Manufacturing,210699139,83.3021061,P Suresh,CRC Press,2022,Principles and Practices
Research and Technical Writing for Science and Engineering,210427628,76.5005461,Meikang Qiu,CRC Press,2022,
Discovering Computer Science,210126802,117.3099061,Jessen Havill,CRC Press,2020,"Interdisciplinary Problems, Principles, and Python Programming"
Architectural Patterns and Techniques for Developing IoT Solutions,211053875,45.99,Jasbir Singh Dhaliwal,Packt Publishing,2023,"Build IoT applications using digital twins, gateways, rule engines, AI/ML integration, and related patterns"
The Definitive Guide to Google Vertex AI,211178211,50.99,Jasmeet Bhatia,Packt Publishing,2023,Accelerate your machine learning journey with Google Cloud Vertex AI and MLOps best practices
Building an API Product,211203098,42.99,Bruno Pedro,Packt Publishing,2024,"Design, implement, release, and maintain API products that meet user needs"
Mastering Julia,211188770,46.99,Malcolm Sherrington,Packt Publishing,2024,Enhance your analytical and programming skills for data modeling and processing with Julia
Terraform Cookbook,211036127,50.99,Mikael Krief,Packt Publishing,2023,"Provision, run, and scale cloud architecture with real-world examples using Terraform"
Blender 3D Printing by Example,95945967,55.99,Vicky Somma,Packt Publishing,2017,Learn to use Blender's modeling tools for 3D printing by creating 4 projects
Essential Mathematics for Quantum Computing,210525566,53.99,Leonard S. Woody III,Packt Publishing,2022,A beginner's guide to just the math you need without needless complexities
Principles of Data Science,211205379,50.99,Sinan Ozdemir,Packt Publishing,2024,A beginner's guide to essential math and coding skills for data fluency and machine learning
ActionScript Graphing Cookbook,1103981,49.99,Peter Backx,Packt Publishing,2012,Learn how to create appealing and interactive visual presentations of your data in ActionScript with this book and ebook.
Edge Computing Patterns for Solution Architects,211205377,42.99,Ashok Iyengar,Packt Publishing,2024,Learn methods and principles of resilient distributed application architectures from hybrid cloud to far edge
Quantum Computing Experimentation with Amazon Braket,210738667,52.99,Alex Khan,Packt Publishing,2022,Explore Amazon Braket quantum computing to solve combinatorial optimization problems
Learning Pentesting for Android Devices,1644013,33.99,Aditya Gupta,Packt Publishing,2014,"Android’s popularity makes it a prime target for attacks, which is why this tutorial is so essential. It takes you from security basics to forensics and penetration testing in easy, user-friendly steps."
Python Parallel Programming Cookbook,2194762,55.99,Giancarlo Zaccone,Packt Publishing,2015,Master efficient parallel programming to build powerful applications using Python
Mastering PHP Design Patterns,95576380,49.99,Junade Ali,Packt Publishing,2016,Click here to enter text.
Feature Engineering Made Easy,95946002,44.99,Sinan Ozdemir,Packt Publishing,2018,Identify unique features from your dataset in order to build powerful machine learning systems
Pentesting Active Directory and Windows-based Infrastructure,211163297,45.99,Denis Isakov,Packt Publishing,2023,A comprehensive practical guide to penetration testing Microsoft infrastructure
The Linux DevOps Handbook,211163299,50.99,Damian Wojsław,Packt Publishing,2023,Customize and scale your Linux distributions to accelerate your DevOps workflow
Microsoft Intune Cookbook,211178317,45.99,Andrew Taylor,Packt Publishing,2024,"Over 75 recipes for configuring, managing, and automating your identities, apps, and endpoint devices"
Salesforce DevOps for Architects,211205376,45.99,Rob Cowell,Packt Publishing,2024,Discover tools and techniques to optimize the delivery of your Salesforce projects
The Software Developer's Guide to Linux,211207340,40.99,David Cohen,Packt Publishing,2024,"A practical, no-nonsense guide to using the Linux command line and utilities as a software developer"
The Python Audio Cookbook,211160432,54.3954761,Alexandros Drymonitis,Taylor & Francis,2023,Recipes for Audio Scripting with Python
A History of Fake Things on the Internet,211106117,37.71334,Walter Scheirer,Stanford University Press,2023,
Logic And Language Models For Computer Science (Fourth Edition),210794745,63.304535,Dana Richards,World Scientific Publishing Company,2023,
Certified OpenStack Administrator Study Guide,210691356,71.95820528,Andrey Markelov,Apress,2022,Get Everything You Need for the COA Exam
Build Your Own 2D Game Engine and Create Great Web Games,210429554,85.54482118,Kelvin Sung,Apress,2021,"Using HTML5, JavaScript, and WebGL2"
PostgreSQL Query Optimization,211159690,71.95820528,Henrietta Dombrovskaya,Apress,2024,The Ultimate Guide to Building Efficient Queries
Expert SQL Server Transactions and Locking,138624899,77.39285164,Dmitri Korotkevitch,Apress,2018,Concurrency Internals for SQL Server Practitioners
Design Thinking in Software and AI Projects,210110118,63.82076688,Robert Stackowiak,Apress,2020,Proving Ideas Through Rapid Prototyping
Expert Performance Indexing in Azure SQL and SQL Server 2022,210750218,85.54482118,Edward Pollack,Apress,2023,Toward Faster Results and Lower Maintenance Both on Premises and in the Cloud
Applied OpenStack Design Patterns,95659382,54.30287018,Uchit Vyas,Apress,2016,Design solutions for production-ready infrastructure with OpenStack components
Apache Solr,2505037,77.39285164,Dikshant Shahi,Apress,2015,A Practical Approach to Enterprise Search
Beginning C,210092284,90.97946754,German Gonzalez-Morris,Apress,2020,From Beginner to Pro
Introduction to Ansible Network Automation,211137016,85.54482118,Brendan Choi,Apress,2023,A Practical Primer
Fundamentals of Trace and Log Analysis,211138477,63.82076688,Dmitry Vostokov,Apress,2023,"A Pattern-Oriented Approach to Monitoring, Diagnostics, and Debugging"
Windows 10 Troubleshooting,210432183,85.54482118,Mike Halsey,Apress,2021,Learn to Troubleshoot and Repair Windows 10 Problems Like the Pros Do
Unleashing The Power of ChatGPT,211138659,36.64753508,Charles Waghmare,Apress,2023,A Real World Business Applications
Beginning Game Development with Godot,210450536,77.39285164,Maithili Dhule,Apress,2022,Learn to Create and Publish Your First 2D Platform Game
Procedural Generation in Godot,210734388,54.30287018,Christopher Pitt,Apress,2023,Learn to Generate Enjoyable Content for Your Games
API Management,211138670,77.39285164,Brajesh De,Apress,2023,An Architect's Guide to Developing and Managing APIs for Your Organization
Productizing Quantum Computing,211138565,71.95820528,Dhairyya Agarwal,Apress,2023,Bring Quantum Computing Into Your Organization
Beginning Anomaly Detection Using Python-Based Deep Learning,211138638,77.39285164,Suman Kalyan Adari,Apress,2024,Implement Anomaly Detection Applications with Keras and PyTorch
API Marketplace Engineering,210429552,77.39285164,Rennay Dorasamy,Apress,2021,"Design, Build, and Run a Platform for External Developers"
Solution Architecture Patterns for Enterprise,210725269,77.39285164,Chanaka Fernando,Apress,2022,A Guide to Building Enterprise Software Systems
Modern Full-Stack Development,210707215,71.95820528,Frank Zammetti,Apress,2022,"Using TypeScript, React, Node.js, Webpack, Python, Django, and Docker"
Introducing .NET MAUI,210748392,71.95820528,Shaun Lawrence,Apress,2023,Build and Deploy Cross-platform Applications Using C# and .NET Multi-platform App UI
API Management,211138670,77.39285164,Brajesh De,Apress,2023,An Architect's Guide to Developing and Managing APIs for Your Organization
Productizing Quantum Computing,211138565,71.95820528,Dhairyya Agarwal,Apress,2023,Bring Quantum Computing Into Your Organization
Beginning Anomaly Detection Using Python-Based Deep Learning,211138638,77.39285164,Suman Kalyan Adari,Apress,2024,Implement Anomaly Detection Applications with Keras and PyTorch
API Marketplace Engineering,210429552,77.39285164,Rennay Dorasamy,Apress,2021,"Design, Build, and Run a Platform for External Developers"
Solution Architecture Patterns for Enterprise,210725269,77.39285164,Chanaka Fernando,Apress,2022,A Guide to Building Enterprise Software Systems
Modern Full-Stack Development,210707215,71.95820528,Frank Zammetti,Apress,2022,"Using TypeScript, React, Node.js, Webpack, Python, Django, and Docker"
Introducing .NET MAUI,210748392,71.95820528,Shaun Lawrence,Apress,2023,Build and Deploy Cross-platform Applications Using C# and .NET Multi-platform App UI
Practical Rust Projects,210827952,85.54482118,Shing Lyu,Apress,2023,"Build Serverless, AI, Machine Learning, Embedded, Game, and Web Applications"
Probabilistic Graphical Models,210191777,72.64116886,Luis Enrique Sucar,Springer International Publishing,2020,Principles and Applications
Reverse Mathematics,210631986,36.31331886,Damir D. Dzhafarov,Springer International Publishing,2022,"Problems, Reductions, and Proofs"
The World Made Meme,210069347,45.99,Ryan M. Milner,MIT Press,2016,Public Conversations and Participatory Media
"Foundations of Machine Learning, second edition",210069921,109.99,Mehryar Mohri,MIT Press,2018,
Thinking as Computation,210176856,39.99,Hector J. Levesque,MIT Press,2012,A First Course
Summary of Rob Walling's The SaaS Playbook,211203954,5.37415095,IRB Media,IRB,2024,
Did I Say That Out Loud?,210217591,7.99,Fi Glover,Orion,2021,Notes on the Chuff of Life
Physics for Computer Science Students,1266512,79.90673886,Narciso Garcia,Springer New York,2012,With Emphasis on Atomic and Semiconductor Physics
"Concepts, Ontologies, and Knowledge Representation",1317563,87.17230886,Grega Jakus,Springer New York,2013,
The New Media Invasion,784046,26.92463095,John David Ebert,"McFarland & Company, Inc., Publishers",2011,Digital Technologies and the World They Unmake
Computer Graphics from Scratch,209966795,52.99,Gabriel Gambetta,No Starch Press,2021,A Programmer's Introduction to 3D Rendering
Python Tools for Scientists,210527418,52.95,Lee Vaughan,No Starch Press,2023,"An Introduction to Using Anaconda, JupyterLab, and Python's Scientific Libraries"
Designing Secure Software,210327331,52.99,Loren Kohnfelder,No Starch Press,2021,A Guide for Developers
Internet Communication,211094166,,Steve Jones,"Peter Lang Inc., International Academic Publishers",2013,
Practical A/B Testing,211101272,32.99,Leemay Nassery,Pragmatic Bookshelf,2023,
Programming Kotlin,209952781,59.99,Venkat Subramaniam,Pragmatic Bookshelf,2019,"Create Elegant, Expressive, and Performant JVM and Android Applications"
Kotlin and Android Development featuring Jetpack,210338902,56.99,Michael Fazio,Pragmatic Bookshelf,2021,
Functional Programming in Java,211101266,57.99,Venkat Subramaniam,Pragmatic Bookshelf,2023,
Testing Elixir,210356107,52.99,Andrea Leopardi,Pragmatic Bookshelf,2021,
MrExcel 2022,210581200,19.99,Bill Jelen,Holy Macro! Books,2022,Boosting Excel
Genetic Algorithms in Elixir,210259805,44.99,Sean Moriarity,Pragmatic Bookshelf,2021,
Intuitive Python,210338897,30.99,David Muller,Pragmatic Bookshelf,2021,
Quaternions for Computer Graphics,210364225,72.64116886,John Vince,Springer London,2021,
Atmospheric Monitoring with Arduino,1077326,4.99,Patrick Di Justo,"Make Community, LLC",2012,Building Simple Devices to Collect Data About the Environment
Getting Started with ChatGPT and AI Chatbots,211047401,21.41751318,Mark Pesce,BCS Learning & Development Limited,2023,An introduction to generative AI tools
Writing for Social Media,210412500,14.27540298,Carrie Marshall,BCS Learning & Development Limited,2018,
The Nature of Data,210655813,40.40715,Jenny Goldstein,Nebraska,2022,"Infrastructures, Environments, Politics"
Raspberry Pi,209915072,2.99,Geoff Adams,Ingram Publishing,2019,"The ultimate guide to raspberry pi, including projects, programming tips & tricks, and much more!"
"Advanced Software Testing - Vol. 2, 2nd Edition",96504552,67.19,Rex Black,Rocky Nook,2014,Guide to the ISTQB Advanced Certification as an Advanced Test Manager
Edge AI,210110870,203.42142886,Xiaofei Wang,Springer Nature Singapore,2020,Convergence of Edge Computing and Artificial Intelligence
Artificial Intelligence with Python,210523357,29.04774886,Teik Toe Teoh,Springer Nature Singapore,2022,
Multigate Transistors for High Frequency Applications,210747944,203.42142886,K. Sivasankaran,Springer Nature Singapore,2023,
Writing for Social Media,210412500,14.27540298,Carrie Marshall,BCS Learning & Development Limited,2018,
The Nature of Data,210655813,40.40715,Jenny Goldstein,Nebraska,2022,"Infrastructures, Environments, Politics"
Raspberry Pi,209915072,2.99,Geoff Adams,Ingram Publishing,2019,"The ultimate guide to raspberry pi, including projects, programming tips & tricks, and much more!"
"Advanced Software Testing - Vol. 2, 2nd Edition",96504552,67.19,Rex Black,Rocky Nook,2014,Guide to the ISTQB Advanced Certification as an Advanced Test Manager
Edge AI,210110870,203.42142886,Xiaofei Wang,Springer Nature Singapore,2020,Convergence of Edge Computing and Artificial Intelligence
Artificial Intelligence with Python,210523357,29.04774886,Teik Toe Teoh,Springer Nature Singapore,2022,
Multigate Transistors for High Frequency Applications,210747944,203.42142886,K. Sivasankaran,Springer Nature Singapore,2023,
20 Goto 10,211117893,18.84320095,Steven Goodwin,Unbound,2023,10101001 facts about retro computers
ISO 27001/ISO 27002,211155171,27.1212205,Alan Calder,IT Governance Publishing,2023,A guide to information security management systems
ISO 27001: 2022/2023,211134717,31.22741986,Heinrich Kersten,Springer Fachmedien Wiesbaden,2023,Management der Informationssicherheit nach den aktuellen Standards
Social Media,210885085,82.75,Kelli S. Burns,Bloomsbury Publishing,2017,A Reference Handbook
Blockchains for Network Security,210179043,204.0468,Haojun Huang,The Institution of Engineering and Technology,2020,"Principles, technologies and applications"
Amazon Echo and Alexa User Guide,209848659,6.99,Joseph Joyner,Mihails Konoplovs,2015,The Ultimate Amazon Echo Device and Alexa Voice Service Manual Tutorial
Universal Principles of UX,210705173,53.0,Irene Pereyra,Rockport Publishers,2023,100 Timeless Strategies to Create Positive Interactions between People and Technology
GPT-4 For Developers,211177795,67.33178095,Oswald Campesato,Mercury Learning and Information,2024,
Coding Languages,210765168,7.99,Richie Miller,Pastor Publishing Ltd,2023,"Angular With Typescript, Machine Learning With Python And React Javascript"
